s [m],sigma at t_1 [C/m^2],sigma at t_2 [C/m^2],sigma at t_3 [C/m^2],sigma at t_4 [C/m^2],sigma at t_5 [C/m^2],sigma at t_6 [C/m^2]
0.00187,1.51286E-10,1.52852E-10,1.53880051209179E-10,1.54431786740717E-10,4.97840656458445E-7,2.83572495727601E-4
0.00187,1.51286E-10,1.52852E-10,1.53861524264087E-10,1.54413232571603E-10,4.97840656458445E-7,2.83572495727601E-4
0.00187,1.51286E-10,1.52852E-10,1.53842982844168E-10,1.5439466935051E-10,4.97840656458445E-7,2.83572495727601E-4
0.00187,1.51286E-10,1.52852E-10,1.53824441656399E-10,1.54376106619927E-10,4.97840656458445E-7,2.83572495727601E-4
0.00187,1.51286E-10,1.52852E-10,1.53805900152837E-10,1.54357543211584E-10,4.97840656458445E-7,2.83572495727601E-4
0.00187,1.51286E-10,1.52852E-10,1.53787368004212E-10,1.54338996623493E-10,4.97840656458445E-7,2.83572495727601E-4
0.00187,1.51286E-10,1.52852E-10,1.53768836171379E-10,1.54320450713162E-10,4.97840656458445E-7,2.83572495727601E-4
0.00187,1.51286E-10,1.52852E-10,1.53748148400391E-10,1.54299748608637E-10,4.97840656458445E-7,2.83572495727601E-4
0.00187,1.51286E-10,1.52852E-10,1.5372326119631E-10,1.54274825752049E-10,4.97840656458445E-7,2.83572495727601E-4
0.00187,1.51286E-10,1.52852E-10,1.53700529930386E-10,1.54252059089653E-10,4.97840656458445E-7,2.83572495727601E-4
0.00187,1.51286E-10,1.52852E-10,1.53677798252208E-10,1.54229291525883E-10,4.97840656458445E-7,2.83572495727601E-4
0.00187,1.51286E-10,1.52852E-10,1.53655041776951E-10,1.54206458500572E-10,4.97840656458445E-7,2.83572495727601E-4
0.00187,1.51286E-10,1.52852E-10,1.53632285713948E-10,1.54183626376635E-10,4.97840656458445E-7,2.83572495727601E-4
0.00187,1.51286E-10,1.52852E-10,1.53609529525068E-10,1.54160793979894E-10,4.97840656458445E-7,2.83572495727601E-4
0.00187,1.51286E-10,1.52852E-10,1.53586775119137E-10,1.54137957576957E-10,4.97840656458445E-7,2.83572495727601E-4
0.00187,1.51286E-10,1.52852E-10,1.53564020839084E-10,1.54115121446824E-10,4.97840656458445E-7,2.83572495727601E-4
0.00187,1.51286E-10,1.52852E-10,1.53538189592323E-10,1.5408920801541E-10,4.97840656458445E-7,2.83572495727601E-4
0.00187,1.51286E-10,1.52852E-10,1.53518523221661E-10,1.54069473380997E-10,4.97840656458445E-7,2.83572495727601E-4
0.00187,1.51286E-10,1.52852E-10,1.53501933817707E-10,1.54052816047865E-10,4.97840656458445E-7,2.83572495727601E-4
0.00187,1.51286E-10,1.52852E-10,1.53483846373344E-10,1.54034660449215E-10,4.97840656458445E-7,2.83572495727601E-4
0.00187,1.51286E-10,1.52852E-10,1.53462767656188E-10,1.54013532340326E-10,4.97840656458445E-7,2.83572495727601E-4
0.00187,1.51286E-10,1.52852E-10,1.53443186979442E-10,1.53993902496956E-10,4.97840656458445E-7,2.83572495727601E-4
0.00188,1.50486E-10,1.51992E-10,1.53423605950908E-10,1.53974271890093E-10,3.32152520680987E-7,2.836364983669E-4
0.00188,1.50486E-10,1.51992E-10,1.53404037158042E-10,1.53954688530342E-10,3.32152520680987E-7,2.836364983669E-4
0.00188,1.50486E-10,1.51992E-10,1.53384468716962E-10,1.53935105934083E-10,3.32152520680987E-7,2.836364983669E-4
0.00188,1.50486E-10,1.51992E-10,1.53364900054081E-10,1.53915522851395E-10,3.32152520680987E-7,2.836364983669E-4
0.00188,1.50486E-10,1.51992E-10,1.53345358804434E-10,1.53895992475265E-10,3.32152520680987E-7,2.836364983669E-4
0.00188,1.50486E-10,1.51992E-10,1.53325817776588E-10,1.53876462585563E-10,3.32152520680987E-7,2.836364983669E-4
0.00188,1.50486E-10,1.51992E-10,1.53310309074574E-10,1.53860964878722E-10,3.32152520680987E-7,2.836364983669E-4
0.00188,1.50486E-10,1.51992E-10,1.53299208159273E-10,1.53849859754733E-10,3.32152520680987E-7,2.836364983669E-4
0.00188,1.50486E-10,1.51992E-10,1.5328407491814E-10,1.53834722447884E-10,3.32152520680987E-7,2.836364983669E-4
0.00188,1.50486E-10,1.51992E-10,1.53268941306299E-10,1.53819584323516E-10,3.32152520680987E-7,2.836364983669E-4
0.00188,1.50486E-10,1.51992E-10,1.53253793896532E-10,1.53804415457936E-10,3.32152520680987E-7,2.836364983669E-4
0.00188,1.50486E-10,1.51992E-10,1.53238646857471E-10,1.53789247409876E-10,3.32152520680987E-7,2.836364983669E-4
0.00188,1.50486E-10,1.51992E-10,1.53223499527665E-10,1.5377407871848E-10,3.32152520680987E-7,2.836364983669E-4
0.00188,1.50486E-10,1.51992E-10,1.53208360412751E-10,1.53758932891809E-10,3.32152520680987E-7,2.836364983669E-4
0.00188,1.50486E-10,1.51992E-10,1.53193221588583E-10,1.53743787708473E-10,3.32152520680987E-7,2.836364983669E-4
0.00188,1.50486E-10,1.51992E-10,1.53177820210986E-10,1.53728379723154E-10,3.32152520680987E-7,2.836364983669E-4
0.00188,1.50486E-10,1.51992E-10,1.53162041708752E-10,1.53712607203249E-10,3.32152520680987E-7,2.836364983669E-4
0.00188,1.50486E-10,1.51992E-10,1.53146525759946E-10,1.53697097485328E-10,3.32152520680987E-7,2.836364983669E-4
0.00188,1.50486E-10,1.51992E-10,1.53131009595276E-10,1.53681587308311E-10,3.32152520680987E-7,2.836364983669E-4
0.00188,1.50486E-10,1.51992E-10,1.53115480861477E-10,1.53666069392515E-10,3.32152520680987E-7,2.836364983669E-4
0.00188,1.50486E-10,1.51992E-10,1.5309995234354E-10,1.53650551935814E-10,3.32152520680987E-7,2.836364983669E-4
0.00188,1.50486E-10,1.51992E-10,1.53084423585111E-10,1.5363503396176E-10,3.32152520680987E-7,2.836364983669E-4
0.00188,1.50486E-10,1.51992E-10,1.53068901521761E-10,1.53619527394445E-10,3.32152520680987E-7,2.836364983669E-4
0.00188,1.50486E-10,1.51992E-10,1.53053379698903E-10,1.53604021344485E-10,3.32152520680987E-7,2.836364983669E-4
0.00188,1.50486E-10,1.51992E-10,1.53040440341476E-10,1.53591097448765E-10,3.32152520680987E-7,2.836364983669E-4
0.00188,1.50486E-10,1.51992E-10,1.53022335965151E-10,1.53572997682037E-10,3.32152520680987E-7,2.836364983669E-4
0.00188,1.50486E-10,1.51992E-10,1.53001649123396E-10,1.53552315761067E-10,3.32152520680987E-7,2.836364983669E-4
0.00188,1.50486E-10,1.51992E-10,1.52982139532974E-10,1.535328107894E-10,3.32152520680987E-7,2.836364983669E-4
0.00188,1.50486E-10,1.51992E-10,1.52964962615285E-10,1.53515605132405E-10,3.32152520680987E-7,2.836364983669E-4
0.00188,1.50486E-10,1.51992E-10,1.52946608446264E-10,1.53497222526109E-10,3.32152520680987E-7,2.836364983669E-4
0.00188,1.50486E-10,1.51992E-10,1.52928254100487E-10,1.53478839529934E-10,3.32152520680987E-7,2.836364983669E-4
0.00188,1.50486E-10,1.51992E-10,1.52909884336013E-10,1.53460414459971E-10,3.32152520680987E-7,2.836364983669E-4
0.00188,1.50486E-10,1.51992E-10,1.52891514748296E-10,1.53441989779887E-10,3.32152520680987E-7,2.836364983669E-4
0.00188,1.50486E-10,1.51992E-10,1.52873144846809E-10,1.53423564404796E-10,3.32152520680987E-7,2.836364983669E-4
0.00188,1.50486E-10,1.51992E-10,1.52854776411373E-10,1.53405145964639E-10,3.32152520680987E-7,2.836364983669E-4
0.00188,1.50486E-10,1.51992E-10,1.52836408289708E-10,1.53386728219488E-10,3.32152520680987E-7,2.836364983669E-4
0.00188,1.50486E-10,1.51992E-10,1.5281746035548E-10,1.53367730383919E-10,3.32152520680987E-7,2.836364983669E-4
0.00188,1.50486E-10,1.51992E-10,1.52798043478545E-10,1.5334827477831E-10,3.32152520680987E-7,2.836364983669E-4
0.00188,1.50486E-10,1.51992E-10,1.52779206414172E-10,1.53329399263119E-10,3.32152520680987E-7,2.836364983669E-4
0.00188,1.50486E-10,1.51992E-10,1.52760369218672E-10,1.53310523475054E-10,3.32152520680987E-7,2.836364983669E-4
0.00188,1.50486E-10,1.51992E-10,1.52741530690254E-10,1.53291665019615E-10,3.32152520680987E-7,2.836364983669E-4
0.00188,1.50486E-10,1.51992E-10,1.52722692292963E-10,1.53272806837051E-10,3.32152520680987E-7,2.836364983669E-4
0.00188,1.50486E-10,1.51992E-10,1.52703853652384E-10,1.53253948118162E-10,3.32152520680987E-7,2.836364983669E-4
0.00188,1.50486E-10,1.51992E-10,1.52685041416976E-10,1.53235147468927E-10,3.32152520680987E-7,2.836364983669E-4
0.00188,1.50486E-10,1.51992E-10,1.52666229424855E-10,1.53216347356017E-10,3.32152520680987E-7,2.836364983669E-4
0.00188,1.50486E-10,1.51992E-10,1.52648495627307E-10,1.53198625210899E-10,3.32152520680987E-7,2.836364983669E-4
0.00188,1.50486E-10,1.51992E-10,1.52633412412444E-10,1.53183547423566E-10,3.32152520680987E-7,2.836364983669E-4
0.00188,1.50486E-10,1.51992E-10,1.52617251003008E-10,1.53167391668442E-10,3.32152520680987E-7,2.836364983669E-4
0.00188,1.50486E-10,1.51992E-10,1.52601089256158E-10,1.53151235170554E-10,3.32152520680987E-7,2.836364983669E-4
0.00188,1.50486E-10,1.51992E-10,1.52584904110539E-10,1.53135027739961E-10,3.32152520680987E-7,2.836364983669E-4
0.00188,1.50486E-10,1.51992E-10,1.52568719302333E-10,1.53118821052132E-10,3.32152520680987E-7,2.836364983669E-4
0.00189,1.49574E-10,1.5107E-10,1.52552534242519E-10,1.53102613809126E-10,2.22435723952294E-7,2.84159557970565E-4
0.00189,1.49574E-10,1.5107E-10,1.52536347211397E-10,1.53086398806704E-10,2.22435723952294E-7,2.84159557970565E-4
0.00189,1.49574E-10,1.5107E-10,1.52520160431883E-10,1.53070184359459E-10,2.22435723952294E-7,2.84159557970565E-4
0.00189,1.49574E-10,1.5107E-10,1.52505974739346E-10,1.53055970805756E-10,2.22435723952294E-7,2.84159557970565E-4
0.00189,1.49574E-10,1.5107E-10,1.52487787133596E-10,1.53037761137243E-10,2.22435723952294E-7,2.84159557970565E-4
0.00189,1.49574E-10,1.5107E-10,1.52467598440871E-10,1.53017550575188E-10,2.22435723952294E-7,2.84159557970565E-4
0.00189,1.49574E-10,1.5107E-10,1.524484371765E-10,1.52998367044532E-10,2.22435723952294E-7,2.84159557970565E-4
0.00189,1.49574E-10,1.5107E-10,1.52431325482285E-10,1.52981238752263E-10,2.22435723952294E-7,2.84159557970565E-4
0.00189,1.49574E-10,1.5107E-10,1.52413186359716E-10,1.52963083428596E-10,2.22435723952294E-7,2.84159557970565E-4
0.00189,1.49574E-10,1.5107E-10,1.52395046990299E-10,1.52944927571033E-10,2.22435723952294E-7,2.84159557970565E-4
0.00189,1.49574E-10,1.5107E-10,1.52376906257478E-10,1.52926776063425E-10,2.22435723952294E-7,2.84159557970565E-4
0.00189,1.49574E-10,1.5107E-10,1.52358765771505E-10,1.52908625089713E-10,2.22435723952294E-7,2.84159557970565E-4
0.00189,1.49574E-10,1.5107E-10,1.52340625117573E-10,1.52890473748005E-10,2.22435723952294E-7,2.84159557970565E-4
0.00189,1.49574E-10,1.5107E-10,1.52322498907873E-10,1.52872348092145E-10,2.22435723952294E-7,2.84159557970565E-4
0.00189,1.49574E-10,1.5107E-10,1.52304372866133E-10,1.52854222804281E-10,2.22435723952294E-7,2.84159557970565E-4
0.00189,1.49574E-10,1.5107E-10,1.52286111031325E-10,1.52835961340838E-10,2.22435723952294E-7,2.84159557970565E-4
0.00189,1.49574E-10,1.5107E-10,1.52267699995272E-10,1.52817532764343E-10,2.22435723952294E-7,2.84159557970565E-4
0.00189,1.49574E-10,1.5107E-10,1.52249424752288E-10,1.52799240363428E-10,2.22435723952294E-7,2.84159557970565E-4
0.00189,1.49574E-10,1.5107E-10,1.52231149266574E-10,1.52780947426456E-10,2.22435723952294E-7,2.84159557970565E-4
0.00189,1.49574E-10,1.5107E-10,1.52212851910116E-10,1.52762600103998E-10,2.22435723952294E-7,2.84159557970565E-4
0.00189,1.49574E-10,1.5107E-10,1.52194554796386E-10,1.52744253317597E-10,2.22435723952294E-7,2.84159557970565E-4
0.00189,1.49574E-10,1.5107E-10,1.52176257326502E-10,1.52725905736286E-10,2.22435723952294E-7,2.84159557970565E-4
0.00189,1.49574E-10,1.5107E-10,1.52157962268275E-10,1.52707559861573E-10,2.22435723952294E-7,2.84159557970565E-4
0.00189,1.49574E-10,1.5107E-10,1.52139667566202E-10,1.52689214781769E-10,2.22435723952294E-7,2.84159557970565E-4
0.00189,1.49574E-10,1.5107E-10,1.52120710066157E-10,1.52670206609662E-10,2.22435723952294E-7,2.84159557970565E-4
0.00189,1.49574E-10,1.5107E-10,1.52100546204124E-10,1.5264999817954E-10,2.22435723952294E-7,2.84159557970565E-4
0.00189,1.49574E-10,1.5107E-10,1.52081045140063E-10,1.52630452841723E-10,2.22435723952294E-7,2.84159557970565E-4
0.00189,1.49574E-10,1.5107E-10,1.52061543920197E-10,1.52610907174235E-10,2.22435723952294E-7,2.84159557970565E-4
0.00189,1.49574E-10,1.5107E-10,1.52042035680074E-10,1.52591356639209E-10,2.22435723952294E-7,2.84159557970565E-4
0.00189,1.49574E-10,1.5107E-10,1.52022527595755E-10,1.52571806433853E-10,2.22435723952294E-7,2.84159557970565E-4
0.00189,1.49574E-10,1.5107E-10,1.52003019209839E-10,1.52552255560817E-10,2.22435723952294E-7,2.84159557970565E-4
0.00189,1.49574E-10,1.5107E-10,1.51983520634185E-10,1.52532730669216E-10,2.22435723952294E-7,2.84159557970565E-4
0.00189,1.49574E-10,1.5107E-10,1.51964022360129E-10,1.52513206445293E-10,2.22435723952294E-7,2.84159557970565E-4
0.00189,1.49574E-10,1.5107E-10,1.51943738277603E-10,1.52492896096925E-10,2.22435723952294E-7,2.84159557970565E-4
0.00189,1.49574E-10,1.5107E-10,1.51925035307148E-10,1.52474177675595E-10,2.22435723952294E-7,2.84159557970565E-4
0.00189,1.49574E-10,1.5107E-10,1.51907118145163E-10,1.52456245378712E-10,2.22435723952294E-7,2.84159557970565E-4
0.00189,1.49574E-10,1.5107E-10,1.51888929499242E-10,1.52438041296182E-10,2.22435723952294E-7,2.84159557970565E-4
0.00189,1.49574E-10,1.5107E-10,1.51870185874402E-10,1.52419267060151E-10,2.22435723952294E-7,2.84159557970565E-4
0.00189,1.49574E-10,1.5107E-10,1.51851713733497E-10,1.52400764609765E-10,2.22435723952294E-7,2.84159557970565E-4
0.00189,1.49574E-10,1.5107E-10,1.51833241362291E-10,1.52382261655158E-10,2.22435723952294E-7,2.84159557970565E-4
0.00189,1.49574E-10,1.5107E-10,1.51814756431506E-10,1.5236372659719E-10,2.22435723952294E-7,2.84159557970565E-4
0.00189,1.49574E-10,1.5107E-10,1.51796271731023E-10,1.52345192043443E-10,2.22435723952294E-7,2.84159557970565E-4
0.00189,1.49574E-10,1.5107E-10,1.51777786854002E-10,1.52326657102326E-10,2.22435723952294E-7,2.84159557970565E-4
0.00189,1.49574E-10,1.5107E-10,1.51759304212657E-10,1.5230812418164E-10,2.22435723952294E-7,2.84159557970565E-4
0.00189,1.49574E-10,1.5107E-10,1.51740821747851E-10,1.52289591648325E-10,2.22435723952294E-7,2.84159557970565E-4
0.00189,1.49574E-10,1.5107E-10,1.51721064985795E-10,1.52269784689346E-10,2.22435723952294E-7,2.84159557970565E-4
0.00189,1.49574E-10,1.5107E-10,1.51699747028708E-10,1.52248416063718E-10,2.22435723952294E-7,2.84159557970565E-4
0.00189,1.49574E-10,1.5107E-10,1.51679703368871E-10,1.52228321863753E-10,2.22435723952294E-7,2.84159557970565E-4
0.00189,1.49574E-10,1.5107E-10,1.51659659394945E-10,1.52208226974302E-10,2.22435723952294E-7,2.84159557970565E-4
0.00189,1.49574E-10,1.5107E-10,1.51639608352444E-10,1.52188130420639E-10,2.22435723952294E-7,2.84159557970565E-4
0.0019,1.48659E-10,1.50175E-10,1.51619557624031E-10,1.52168034556462E-10,1.4868548757637E-7,2.83940296018367E-4
0.0019,1.48659E-10,1.50175E-10,1.51599506631149E-10,1.52147938107159E-10,1.4868548757637E-7,2.83940296018367E-4
0.0019,1.48659E-10,1.50175E-10,1.51579475334585E-10,1.52127887094404E-10,1.4868548757637E-7,2.83940296018367E-4
0.0019,1.48659E-10,1.50175E-10,1.51559444302491E-10,1.52107836666776E-10,1.4868548757637E-7,2.83940296018367E-4
0.0019,1.48659E-10,1.50175E-10,1.51539863565733E-10,1.52088236333253E-10,1.4868548757637E-7,2.83940296018367E-4
0.0019,1.48659E-10,1.50175E-10,1.51522108032714E-10,1.52070462771999E-10,1.4868548757637E-7,2.83940296018367E-4
0.0019,1.48659E-10,1.50175E-10,1.5150390220436E-10,1.5205223911664E-10,1.4868548757637E-7,2.83940296018367E-4
0.0019,1.48659E-10,1.50175E-10,1.51485696046107E-10,1.5203401472836E-10,1.4868548757637E-7,2.83940296018367E-4
0.0019,1.48659E-10,1.50175E-10,1.51467476031924E-10,1.52015763136296E-10,1.4868548757637E-7,2.83940296018367E-4
0.0019,1.48659E-10,1.50175E-10,1.5144925634764E-10,1.51997512277151E-10,1.4868548757637E-7,2.83940296018367E-4
0.0019,1.48659E-10,1.50175E-10,1.51431036385686E-10,1.51979260792584E-10,1.4868548757637E-7,2.83940296018367E-4
0.0019,1.48659E-10,1.50175E-10,1.51412821322325E-10,1.51961021552751E-10,1.4868548757637E-7,2.83940296018367E-4
0.0019,1.48659E-10,1.50175E-10,1.51394606536633E-10,1.51942782938342E-10,1.4868548757637E-7,2.83940296018367E-4
0.0019,1.48659E-10,1.50175E-10,1.51372678459599E-10,1.51920830723938E-10,1.4868548757637E-7,2.83940296018367E-4
0.0019,1.48659E-10,1.50175E-10,1.51358189073032E-10,1.51906327725295E-10,1.4868548757637E-7,2.83940296018367E-4
0.0019,1.48659E-10,1.50175E-10,1.51347412977807E-10,1.51895538326645E-10,1.4868548757637E-7,2.83940296018367E-4
0.0019,1.48659E-10,1.50175E-10,1.51335251593141E-10,1.51883363332387E-10,1.4868548757637E-7,2.83940296018367E-4
0.0019,1.48659E-10,1.50175E-10,1.51320324683847E-10,1.51868431961939E-10,1.4868548757637E-7,2.83940296018367E-4
0.0019,1.48659E-10,1.50175E-10,1.51306783063994E-10,1.51854886187101E-10,1.4868548757637E-7,2.83940296018367E-4
0.0019,1.48659E-10,1.50175E-10,1.51293241217861E-10,1.5184133991877E-10,1.4868548757637E-7,2.83940296018367E-4
0.0019,1.48659E-10,1.50175E-10,1.51279701739606E-10,1.51827816267746E-10,1.4868548757637E-7,2.83940296018367E-4
0.0019,1.48659E-10,1.50175E-10,1.51266162487631E-10,1.51814293110213E-10,1.4868548757637E-7,2.83940296018367E-4
0.0019,1.48659E-10,1.50175E-10,1.51252623082749E-10,1.51800769620028E-10,1.4868548757637E-7,2.83940296018367E-4
0.0019,1.48659E-10,1.50175E-10,1.512391011649E-10,1.51787288122491E-10,1.4868548757637E-7,2.83940296018367E-4
0.0019,1.48659E-10,1.50175E-10,1.51225579399959E-10,1.51773806957608E-10,1.4868548757637E-7,2.83940296018367E-4
0.0019,1.48659E-10,1.50175E-10,1.51211890812453E-10,1.51760158585427E-10,1.4868548757637E-7,2.83940296018367E-4
0.0019,1.48659E-10,1.50175E-10,1.51198091450156E-10,1.5174639052454E-10,1.4868548757637E-7,2.83940296018367E-4
0.0019,1.48659E-10,1.50175E-10,1.51184458910424E-10,1.51732789670949E-10,1.4868548757637E-7,2.83940296018367E-4
0.0019,1.48659E-10,1.50175E-10,1.51170826085755E-10,1.51719188192363E-10,1.4868548757637E-7,2.83940296018367E-4
0.0019,1.48659E-10,1.50175E-10,1.51157165844938E-10,1.51705523011216E-10,1.4868548757637E-7,2.83940296018367E-4
0.0019,1.48659E-10,1.50175E-10,1.51143505889056E-10,1.51691858455066E-10,1.4868548757637E-7,2.83940296018367E-4
0.0019,1.48659E-10,1.50175E-10,1.51129845667338E-10,1.51678193316338E-10,1.4868548757637E-7,2.83940296018367E-4
0.0019,1.48659E-10,1.50175E-10,1.51116178517547E-10,1.5166449692608E-10,1.4868548757637E-7,2.83940296018367E-4
0.0019,1.48659E-10,1.50175E-10,1.51102511633592E-10,1.51650801118399E-10,1.4868548757637E-7,2.83940296018367E-4
0.0019,1.48659E-10,1.50175E-10,1.51086045632258E-10,1.51634305905778E-10,1.4868548757637E-7,2.83940296018367E-4
0.0019,1.48659E-10,1.50175E-10,1.5106008680967E-10,1.51608299705729E-10,1.4868548757637E-7,2.83940296018367E-4
0.0019,1.48659E-10,1.50175E-10,1.51036927104463E-10,1.51585092910621E-10,1.4868548757637E-7,2.83940296018367E-4
0.0019,1.48659E-10,1.50175E-10,1.51013767159303E-10,1.51561885579961E-10,1.4868548757637E-7,2.83940296018367E-4
0.0019,1.48659E-10,1.50175E-10,1.50990588519826E-10,1.51538637554367E-10,1.4868548757637E-7,2.83940296018367E-4
0.0019,1.48659E-10,1.50175E-10,1.50967410120301E-10,1.51515390064325E-10,1.4868548757637E-7,2.83940296018367E-4
0.0019,1.48659E-10,1.50175E-10,1.50944231484919E-10,1.51492142043144E-10,1.4868548757637E-7,2.83940296018367E-4
0.0019,1.48659E-10,1.50175E-10,1.50921052134729E-10,1.51468894554397E-10,1.4868548757637E-7,2.83940296018367E-4
0.0019,1.48659E-10,1.50175E-10,1.50897873020395E-10,1.51445647596788E-10,1.4868548757637E-7,2.83940296018367E-4
0.0019,1.48659E-10,1.50175E-10,1.50874070760285E-10,1.51421777240089E-10,1.4868548757637E-7,2.83940296018367E-4
0.0019,1.48659E-10,1.50175E-10,1.5085152303795E-10,1.51399175894011E-10,1.4868548757637E-7,2.83940296018367E-4
0.0019,1.48659E-10,1.50175E-10,1.50829598461392E-10,1.51377197947021E-10,1.4868548757637E-7,2.83940296018367E-4
0.0019,1.48659E-10,1.50175E-10,1.50807520221585E-10,1.51355066256193E-10,1.4868548757637E-7,2.83940296018367E-4
0.0019,1.48659E-10,1.50175E-10,1.50785129320218E-10,1.51332610984639E-10,1.4868548757637E-7,2.83940296018367E-4
0.0019,1.48659E-10,1.50175E-10,1.50762892082098E-10,1.51310309456924E-10,1.4868548757637E-7,2.83940296018367E-4
0.0019,1.48659E-10,1.50175E-10,1.50740654576439E-10,1.51288007330927E-10,1.4868548757637E-7,2.83940296018367E-4
0.00191,1.47741E-10,1.49338E-10,1.50718412703132E-10,1.51265697352079E-10,9.94700586931824E-8,2.83944517369388E-4
0.00191,1.47741E-10,1.49338E-10,1.50696171097364E-10,1.51243387971515E-10,9.94700586931824E-8,2.83944517369388E-4
0.00191,1.47741E-10,1.49338E-10,1.5067392929806E-10,1.51221078154618E-10,9.94700586931824E-8,2.83944517369388E-4
0.00191,1.47741E-10,1.49338E-10,1.50651701670445E-10,1.51198807393668E-10,9.94700586931824E-8,2.83944517369388E-4
0.00191,1.47741E-10,1.49338E-10,1.50629474236366E-10,1.5117653706905E-10,9.94700586931824E-8,2.83944517369388E-4
0.00191,1.47741E-10,1.49338E-10,1.50611947551112E-10,1.51158967334114E-10,9.94700586931824E-8,2.83944517369388E-4
0.00191,1.47741E-10,1.49338E-10,1.50600520204274E-10,1.51147500461236E-10,9.94700586931824E-8,2.83944517369388E-4
0.00191,1.47741E-10,1.49338E-10,1.5058439210861E-10,1.51131332998676E-10,9.94700586931824E-8,2.83944517369388E-4
0.00191,1.47741E-10,1.49338E-10,1.50568263662775E-10,1.51115164751053E-10,9.94700586931824E-8,2.83944517369388E-4
0.00191,1.47741E-10,1.49338E-10,1.50552134295089E-10,1.51098996172053E-10,9.94700586931824E-8,2.83944517369388E-4
0.00191,1.47741E-10,1.49338E-10,1.50536005277574E-10,1.51082828378117E-10,9.94700586931824E-8,2.83944517369388E-4
0.00191,1.47741E-10,1.49338E-10,1.50519876015617E-10,1.51066660028251E-10,9.94700586931824E-8,2.83944517369388E-4
0.00191,1.47741E-10,1.49338E-10,1.5050376474494E-10,1.51050544575252E-10,9.94700586931824E-8,2.83944517369388E-4
