s [m],sigma at t_1 [C/m^2],sigma at t_2 [C/m^2],sigma at t_3 [C/m^2],sigma at t_4 [C/m^2],sigma at t_5 [C/m^2],sigma at t_6 [C/m^2]
0.00183,1.53519E-10,1.56586E-10,1.59314368087117E-10,1.5987544295253E-10,2.30703277214278E-6,2.84070165225476E-4
0.00183,1.53519E-10,1.56586E-10,1.58840723770478E-10,1.59401494895896E-10,2.30703277214278E-6,2.84070165225476E-4
0.00183,1.53519E-10,1.56586E-10,1.58667231535752E-10,1.5922732863661E-10,2.30703277214278E-6,2.84070165225476E-4
0.00183,1.53519E-10,1.56586E-10,1.5834348897799E-10,1.58902912648705E-10,2.30703277214278E-6,2.84070165225476E-4
0.00183,1.53519E-10,1.56586E-10,1.58019746207251E-10,1.58578495792441E-10,2.30703277214278E-6,2.84070165225476E-4
0.00183,1.53519E-10,1.56586E-10,1.57695942511067E-10,1.58253775018839E-10,2.30703277214278E-6,2.84070165225476E-4
0.00183,1.53519E-10,1.56586E-10,1.57372139027859E-10,1.57929055113596E-10,2.30703277214278E-6,2.84070165225476E-4
0.00183,1.53519E-10,1.56586E-10,1.57048335402148E-10,1.5760433476036E-10,2.30703277214278E-6,2.84070165225476E-4
0.00183,1.53519E-10,1.56586E-10,1.56724638926776E-10,1.57279887204152E-10,2.30703277214278E-6,2.84070165225476E-4
0.00183,1.53519E-10,1.56586E-10,1.56400942593907E-10,1.56955440095938E-10,2.30703277214278E-6,2.84070165225476E-4
0.00183,1.53519E-10,1.56586E-10,1.56375087064615E-10,1.56928833719467E-10,2.30703277214278E-6,2.84070165225476E-4
0.00183,1.53519E-10,1.56586E-10,1.56734507613599E-10,1.57287873866654E-10,2.30703277214278E-6,2.84070165225476E-4
0.00183,1.53519E-10,1.56586E-10,1.56796087359004E-10,1.57349073282099E-10,2.30703277214278E-6,2.84070165225476E-4
0.00183,1.53519E-10,1.56586E-10,1.56857666816181E-10,1.57410272201172E-10,2.30703277214278E-6,2.84070165225476E-4
0.00183,1.53519E-10,1.56586E-10,1.56919557195353E-10,1.57472423463122E-10,2.30703277214278E-6,2.84070165225476E-4
0.00183,1.53519E-10,1.56586E-10,1.56981447862755E-10,1.57534575221444E-10,2.30703277214278E-6,2.84070165225476E-4
0.00183,1.53519E-10,1.56586E-10,1.57043338160728E-10,1.57596726123106E-10,2.30703277214278E-6,2.84070165225476E-4
0.00183,1.53519E-10,1.56586E-10,1.57105521472517E-10,1.57659627939531E-10,2.30703277214278E-6,2.84070165225476E-4
0.00183,1.53519E-10,1.56586E-10,1.57167705153734E-10,1.57722530612616E-10,2.30703277214278E-6,2.84070165225476E-4
0.00183,1.53519E-10,1.56586E-10,1.57224628869296E-10,1.57780173074606E-10,2.30703277214278E-6,2.84070165225476E-4
0.00183,1.53519E-10,1.56586E-10,1.57260729203887E-10,1.57816911899587E-10,2.30703277214278E-6,2.84070165225476E-4
0.00183,1.53519E-10,1.56586E-10,1.57302089504134E-10,1.57858910935663E-10,2.30703277214278E-6,2.84070165225476E-4
0.00183,1.53519E-10,1.56586E-10,1.57343449841963E-10,1.5790090999093E-10,2.30703277214278E-6,2.84070165225476E-4
0.00183,1.53519E-10,1.56586E-10,1.57384527834113E-10,1.57942250403433E-10,2.30703277214278E-6,2.84070165225476E-4
0.00183,1.53519E-10,1.56586E-10,1.57425605788681E-10,1.57983590796745E-10,2.30703277214278E-6,2.84070165225476E-4
0.00183,1.53519E-10,1.56586E-10,1.57466683419281E-10,1.58024930450715E-10,2.30703277214278E-6,2.84070165225476E-4
0.00183,1.53519E-10,1.56586E-10,1.57507483985116E-10,1.58065497970135E-10,2.30703277214278E-6,2.84070165225476E-4
0.00183,1.53519E-10,1.56586E-10,1.57548284874919E-10,1.58106066228896E-10,2.30703277214278E-6,2.84070165225476E-4
0.00183,1.53519E-10,1.56586E-10,1.57687547392385E-10,1.58245095633607E-10,2.30703277214278E-6,2.84070165225476E-4
0.00183,1.53519E-10,1.56586E-10,1.57629640715052E-10,1.58186685344683E-10,2.30703277214278E-6,2.84070165225476E-4
0.00183,1.53519E-10,1.56586E-10,1.57473272410056E-10,1.58029813909809E-10,2.30703277214278E-6,2.84070165225476E-4
0.00183,1.53519E-10,1.56586E-10,1.57349256233434E-10,1.57905294414138E-10,2.30703277214278E-6,2.84070165225476E-4
0.00183,1.53519E-10,1.56586E-10,1.57289967586241E-10,1.57845577911088E-10,2.30703277214278E-6,2.84070165225476E-4
0.00183,1.53519E-10,1.56586E-10,1.57198326810674E-10,1.57753509468833E-10,2.30703277214278E-6,2.84070165225476E-4
0.00183,1.53519E-10,1.56586E-10,1.57106685967534E-10,1.57661440880171E-10,2.30703277214278E-6,2.84070165225476E-4
0.00184,1.54322E-10,1.55597E-10,1.57015226709522E-10,1.57569850768069E-10,1.61305639027701E-6,2.84034762792126E-4
0.00184,1.54322E-10,1.55597E-10,1.56923767519082E-10,1.57478260802375E-10,1.61305639027701E-6,2.84034762792126E-4
0.00184,1.54322E-10,1.55597E-10,1.56832308031923E-10,1.57386670071684E-10,1.61305639027701E-6,2.84034762792126E-4
0.00184,1.54322E-10,1.55597E-10,1.56741129417603E-10,1.57295725671426E-10,1.61305639027701E-6,2.84034762792126E-4
0.00184,1.54322E-10,1.55597E-10,1.56649951100004E-10,1.57204782036164E-10,1.61305639027701E-6,2.84034762792126E-4
0.00184,1.54322E-10,1.55597E-10,1.56662463563974E-10,1.57217528777075E-10,1.61305639027701E-6,2.84034762792126E-4
0.00184,1.54322E-10,1.55597E-10,1.56817545322956E-10,1.57372961684383E-10,1.61305639027701E-6,2.84034762792126E-4
0.00184,1.54322E-10,1.55597E-10,1.56868936300368E-10,1.57424704215518E-10,1.61305639027701E-6,2.84034762792126E-4
0.00184,1.54322E-10,1.55597E-10,1.56920327137856E-10,1.57476446455303E-10,1.61305639027701E-6,2.84034762792126E-4
0.00184,1.54322E-10,1.55597E-10,1.56971571546871E-10,1.57527914449437E-10,1.61305639027701E-6,2.84034762792126E-4
0.00184,1.54322E-10,1.55597E-10,1.5702281609581E-10,1.57579382734922E-10,1.61305639027701E-6,2.84034762792126E-4
0.00184,1.54322E-10,1.55597E-10,1.57074060314438E-10,1.57630850379406E-10,1.61305639027701E-6,2.84034762792126E-4
0.00184,1.54322E-10,1.55597E-10,1.57125151728301E-10,1.57681905568186E-10,1.61305639027701E-6,2.84034762792126E-4
0.00184,1.54322E-10,1.55597E-10,1.57176243472475E-10,1.57732961397966E-10,1.61305639027701E-6,2.84034762792126E-4
0.00184,1.54322E-10,1.55597E-10,1.57200656925073E-10,1.57757338631476E-10,1.61305639027701E-6,2.84034762792126E-4
0.00184,1.54322E-10,1.55597E-10,1.57101875144511E-10,1.57658336125384E-10,1.61305639027701E-6,2.84034762792126E-4
0.00184,1.54322E-10,1.55597E-10,1.57029771655524E-10,1.5758601221556E-10,1.61305639027701E-6,2.84034762792126E-4
0.00184,1.54322E-10,1.55597E-10,1.56957667815752E-10,1.5751368753934E-10,1.61305639027701E-6,2.84034762792126E-4
0.00184,1.54322E-10,1.55597E-10,1.56885575500047E-10,1.5744135698086E-10,1.61305639027701E-6,2.84034762792126E-4
0.00184,1.54322E-10,1.55597E-10,1.56813483535126E-10,1.57369027188778E-10,1.61305639027701E-6,2.84034762792126E-4
0.00184,1.54322E-10,1.55597E-10,1.56741391342606E-10,1.57296696848421E-10,1.61305639027701E-6,2.84034762792126E-4
0.00184,1.54322E-10,1.55597E-10,1.56669369030424E-10,1.5722453493501E-10,1.61305639027701E-6,2.84034762792126E-4
0.00184,1.54322E-10,1.55597E-10,1.56597346945841E-10,1.57152373569875E-10,1.61305639027701E-6,2.84034762792126E-4
0.00184,1.54322E-10,1.55597E-10,1.56459204382956E-10,1.57014091267728E-10,1.61305639027701E-6,2.84034762792126E-4
0.00184,1.54322E-10,1.55597E-10,1.5645343175707E-10,1.57008351308238E-10,1.61305639027701E-6,2.84034762792126E-4
0.00184,1.54322E-10,1.55597E-10,1.56513779609485E-10,1.57068732285761E-10,1.61305639027701E-6,2.84034762792126E-4
0.00184,1.54322E-10,1.55597E-10,1.56555104407608E-10,1.57110089891723E-10,1.61305639027701E-6,2.84034762792126E-4
0.00184,1.54322E-10,1.55597E-10,1.56558441310511E-10,1.57113549289319E-10,1.61305639027701E-6,2.84034762792126E-4
0.00184,1.54322E-10,1.55597E-10,1.56580801267705E-10,1.57136032058477E-10,1.61305639027701E-6,2.84034762792126E-4
0.00184,1.54322E-10,1.55597E-10,1.56603161082154E-10,1.57158514559242E-10,1.61305639027701E-6,2.84034762792126E-4
0.00184,1.54322E-10,1.55597E-10,1.56625494830952E-10,1.57180990657857E-10,1.61305639027701E-6,2.84034762792126E-4
0.00184,1.54322E-10,1.55597E-10,1.56647828722495E-10,1.57203467024865E-10,1.61305639027701E-6,2.84034762792126E-4
0.00184,1.54322E-10,1.55597E-10,1.56670162250878E-10,1.57225942662129E-10,1.61305639027701E-6,2.84034762792126E-4
0.00184,1.54322E-10,1.55597E-10,1.56692456062221E-10,1.57248299880375E-10,1.61305639027701E-6,2.84034762792126E-4
0.00184,1.54322E-10,1.55597E-10,1.56714750236723E-10,1.57270657828364E-10,1.61305639027701E-6,2.84034762792126E-4
0.00184,1.54322E-10,1.55597E-10,1.56689700052814E-10,1.572456711743E-10,1.61305639027701E-6,2.84034762792126E-4
0.00184,1.54322E-10,1.55597E-10,1.56596158623739E-10,1.57152065900365E-10,1.61305639027701E-6,2.84034762792126E-4
0.00184,1.54322E-10,1.55597E-10,1.56549961553075E-10,1.57105805228484E-10,1.61305639027701E-6,2.84034762792126E-4
0.00184,1.54322E-10,1.55597E-10,1.56503764352582E-10,1.57059544245122E-10,1.61305639027701E-6,2.84034762792126E-4
0.00184,1.54322E-10,1.55597E-10,1.56457522457681E-10,1.57013112071475E-10,1.61305639027701E-6,2.84034762792126E-4
0.00184,1.54322E-10,1.55597E-10,1.56411280692609E-10,1.56966680209308E-10,1.61305639027701E-6,2.84034762792126E-4
0.00184,1.54322E-10,1.55597E-10,1.56365038594585E-10,1.56920247592901E-10,1.61305639027701E-6,2.84034762792126E-4
0.00184,1.54322E-10,1.55597E-10,1.56318794712978E-10,1.56873816446701E-10,1.61305639027701E-6,2.84034762792126E-4
0.00184,1.54322E-10,1.55597E-10,1.56272551164324E-10,1.56827386054743E-10,1.61305639027701E-6,2.84034762792126E-4
0.00184,1.54322E-10,1.55597E-10,1.56233071920957E-10,1.56787719713107E-10,1.61305639027701E-6,2.84034762792126E-4
0.00184,1.54322E-10,1.55597E-10,1.56232776207212E-10,1.56787337847243E-10,1.61305639027701E-6,2.84034762792126E-4
0.00184,1.54322E-10,1.55597E-10,1.56225716188181E-10,1.56780191931056E-10,1.61305639027701E-6,2.84034762792126E-4
0.00184,1.54322E-10,1.55597E-10,1.5621865580448E-10,1.56773045261852E-10,1.61305639027701E-6,2.84034762792126E-4
0.00184,1.54322E-10,1.55597E-10,1.56211636826201E-10,1.56766044855967E-10,1.61305639027701E-6,2.84034762792126E-4
0.00184,1.54322E-10,1.55597E-10,1.56204618212592E-10,1.56759045203101E-10,1.61305639027701E-6,2.84034762792126E-4
0.00185,1.53313E-10,1.5466E-10,1.56197599374948E-10,1.56752045105622E-10,1.10416873368901E-6,2.83859149430349E-4
0.00185,1.53313E-10,1.5466E-10,1.56190619270938E-10,1.56745163504246E-10,1.10416873368901E-6,2.83859149430349E-4
0.00185,1.53313E-10,1.5466E-10,1.56183639390962E-10,1.56738282347482E-10,1.10416873368901E-6,2.83859149430349E-4
0.00185,1.53313E-10,1.5466E-10,1.56188450027668E-10,1.56743191310795E-10,1.10416873368901E-6,2.83859149430349E-4
0.00185,1.53313E-10,1.5466E-10,1.56169701116008E-10,1.56724535633943E-10,1.10416873368901E-6,2.83859149430349E-4
0.00185,1.53313E-10,1.5466E-10,1.56139161687667E-10,1.56694089837014E-10,1.10416873368901E-6,2.83859149430349E-4
0.00185,1.53313E-10,1.5466E-10,1.56111488942297E-10,1.56666510421312E-10,1.10416873368901E-6,2.83859149430349E-4
0.00185,1.53313E-10,1.5466E-10,1.56089498249383E-10,1.56644510198679E-10,1.10416873368901E-6,2.83859149430349E-4
0.00185,1.53313E-10,1.5466E-10,1.56064640873496E-10,1.5661964359482E-10,1.10416873368901E-6,2.83859149430349E-4
0.00185,1.53313E-10,1.5466E-10,1.56039783320692E-10,1.56594776584238E-10,1.10416873368901E-6,2.83859149430349E-4
0.00185,1.53313E-10,1.5466E-10,1.5601486542392E-10,1.56569724321473E-10,1.10416873368901E-6,2.83859149430349E-4
0.00185,1.53313E-10,1.5466E-10,1.55989947704065E-10,1.5654467246543E-10,1.10416873368901E-6,2.83859149430349E-4
0.00185,1.53313E-10,1.5466E-10,1.55965029627545E-10,1.56519619825581E-10,1.10416873368901E-6,2.83859149430349E-4
0.00185,1.53313E-10,1.5466E-10,1.55940068078254E-10,1.56494490341802E-10,1.10416873368901E-6,2.83859149430349E-4
0.00185,1.53313E-10,1.5466E-10,1.55915106885628E-10,1.56469361641829E-10,1.10416873368901E-6,2.83859149430349E-4
0.00185,1.53313E-10,1.5466E-10,1.55897376736401E-10,1.56451463635858E-10,1.10416873368901E-6,2.83859149430349E-4
0.00185,1.53313E-10,1.5466E-10,1.55890808645412E-10,1.56444792486872E-10,1.10416873368901E-6,2.83859149430349E-4
0.00185,1.53313E-10,1.5466E-10,1.55877009511023E-10,1.56430890643884E-10,1.10416873368901E-6,2.83859149430349E-4
0.00185,1.53313E-10,1.5466E-10,1.55863210086011E-10,1.56416988216726E-10,1.10416873368901E-6,2.83859149430349E-4
0.00185,1.53313E-10,1.5466E-10,1.5584948383333E-10,1.5640330806362E-10,1.10416873368901E-6,2.83859149430349E-4
0.00185,1.53313E-10,1.5466E-10,1.55835757871273E-10,1.56389628494685E-10,1.10416873368901E-6,2.83859149430349E-4
0.00185,1.53313E-10,1.5466E-10,1.55822031748038E-10,1.56375948601033E-10,1.10416873368901E-6,2.83859149430349E-4
0.00185,1.53313E-10,1.5466E-10,1.55808391873855E-10,1.56362485379903E-10,1.10416873368901E-6,2.83859149430349E-4
0.00185,1.53313E-10,1.5466E-10,1.55794752160851E-10,1.56349022483491E-10,1.10416873368901E-6,2.83859149430349E-4
0.00185,1.53313E-10,1.5466E-10,1.55782560274385E-10,1.56337007081466E-10,1.10416873368901E-6,2.83859149430349E-4
0.00185,1.53313E-10,1.5466E-10,1.55781645546504E-10,1.56336264648752E-10,1.10416873368901E-6,2.83859149430349E-4
0.00185,1.53313E-10,1.5466E-10,1.55779282992085E-10,1.56334074721653E-10,1.10416873368901E-6,2.83859149430349E-4
0.00185,1.53313E-10,1.5466E-10,1.55776920225909E-10,1.56331884323747E-10,1.10416873368901E-6,2.83859149430349E-4
0.00185,1.53313E-10,1.5466E-10,1.55774484125925E-10,1.56329502783878E-10,1.10416873368901E-6,2.83859149430349E-4
0.00185,1.53313E-10,1.5466E-10,1.55772048237699E-10,1.56327121714814E-10,1.10416873368901E-6,2.83859149430349E-4
0.00185,1.53313E-10,1.5466E-10,1.55769612185533E-10,1.56324740289983E-10,1.10416873368901E-6,2.83859149430349E-4
0.00185,1.53313E-10,1.5466E-10,1.55767098668324E-10,1.56322132724608E-10,1.10416873368901E-6,2.83859149430349E-4
0.00185,1.53313E-10,1.5466E-10,1.55764585315055E-10,1.56319525515003E-10,1.10416873368901E-6,2.83859149430349E-4
0.00185,1.53313E-10,1.5466E-10,1.55786311357391E-10,1.56341157265673E-10,1.10416873368901E-6,2.83859149430349E-4
0.00185,1.53313E-10,1.5466E-10,1.55759479181706E-10,1.56314148206228E-10,1.10416873368901E-6,2.83859149430349E-4
0.00185,1.53313E-10,1.5466E-10,1.55708407610416E-10,1.56262900186508E-10,1.10416873368901E-6,2.83859149430349E-4
0.00185,1.53313E-10,1.5466E-10,1.55662141065963E-10,1.56216456833436E-10,1.10416873368901E-6,2.83859149430349E-4
0.00185,1.53313E-10,1.5466E-10,1.55625458389525E-10,1.56179617960908E-10,1.10416873368901E-6,2.83859149430349E-4
0.00185,1.53313E-10,1.5466E-10,1.55583970686249E-10,1.56137974421732E-10,1.10416873368901E-6,2.83859149430349E-4
0.00185,1.53313E-10,1.5466E-10,1.55542482692849E-10,1.56096330266439E-10,1.10416873368901E-6,2.83859149430349E-4
0.00185,1.53313E-10,1.5466E-10,1.55501018039909E-10,1.56054776947581E-10,1.10416873368901E-6,2.83859149430349E-4
0.00185,1.53313E-10,1.5466E-10,1.55459553677092E-10,1.5601322424484E-10,1.10416873368901E-6,2.83859149430349E-4
0.00185,1.53313E-10,1.5466E-10,1.55418089070827E-10,1.55971671006643E-10,1.10416873368901E-6,2.83859149430349E-4
0.00185,1.53313E-10,1.5466E-10,1.55376695384129E-10,1.5593027512709E-10,1.10416873368901E-6,2.83859149430349E-4
0.00185,1.53313E-10,1.5466E-10,1.5533530194088E-10,1.55888879782993E-10,1.10416873368901E-6,2.83859149430349E-4
0.00185,1.53313E-10,1.5466E-10,1.55308924091117E-10,1.55862499775335E-10,1.10416873368901E-6,2.83859149430349E-4
0.00185,1.53313E-10,1.5466E-10,1.55307027919973E-10,1.55860602410965E-10,1.10416873368901E-6,2.83859149430349E-4
0.00185,1.53313E-10,1.5466E-10,1.55290116155342E-10,1.55843689710156E-10,1.10416873368901E-6,2.83859149430349E-4
0.00185,1.53313E-10,1.5466E-10,1.55273204233838E-10,1.55826776683395E-10,1.10416873368901E-6,2.83859149430349E-4
0.00185,1.53313E-10,1.5466E-10,1.55256246635351E-10,1.55809760937887E-10,1.10416873368901E-6,2.83859149430349E-4
0.00186,1.52301E-10,1.5381E-10,1.55239289193738E-10,1.5579274551833E-10,7.4320574555548E-7,2.83762791246039E-4
0.00186,1.52301E-10,1.5381E-10,1.55222331404877E-10,1.55775729343761E-10,7.4320574555548E-7,2.83762791246039E-4
0.00186,1.52301E-10,1.5381E-10,1.5520535739196E-10,1.55758671658937E-10,7.4320574555548E-7,2.83762791246039E-4
0.00186,1.52301E-10,1.5381E-10,1.5518838372629E-10,1.55741614729125E-10,7.4320574555548E-7,2.83762791246039E-4
0.00186,1.52301E-10,1.5381E-10,1.55171013523076E-10,1.55724160926875E-10,7.4320574555548E-7,2.83762791246039E-4
0.00186,1.52301E-10,1.5381E-10,1.55151128155066E-10,1.55704189608849E-10,7.4320574555548E-7,2.83762791246039E-4
0.00186,1.52301E-10,1.5381E-10,1.55131639324601E-10,1.55684615163262E-10,7.4320574555548E-7,2.83762791246039E-4
0.00186,1.52301E-10,1.5381E-10,1.55112150315308E-10,1.55665040358034E-10,7.4320574555548E-7,2.83762791246039E-4
0.00186,1.52301E-10,1.5381E-10,1.5509268964681E-10,1.55645535028019E-10,7.4320574555548E-7,2.83762791246039E-4
0.00186,1.52301E-10,1.5381E-10,1.55073229157139E-10,1.55626030057642E-10,7.4320574555548E-7,2.83762791246039E-4
0.00186,1.52301E-10,1.5381E-10,1.55053768340637E-10,1.55606524378469E-10,7.4320574555548E-7,2.83762791246039E-4
0.00186,1.52301E-10,1.5381E-10,1.55034347858387E-10,1.5558712888524E-10,7.4320574555548E-7,2.83762791246039E-4
0.00186,1.52301E-10,1.5381E-10,1.55014927702966E-10,1.55567734100808E-10,7.4320574555548E-7,2.83762791246039E-4
0.00186,1.52301E-10,1.5381E-10,1.5498865340803E-10,1.55541484903811E-10,7.4320574555548E-7,2.83762791246039E-4
0.00186,1.52301E-10,1.5381E-10,1.54976134585841E-10,1.55529047404405E-10,7.4320574555548E-7,2.83762791246039E-4
0.00186,1.52301E-10,1.5381E-10,1.54970469903167E-10,1.55523464317562E-10,7.4320574555548E-7,2.83762791246039E-4
0.00186,1.52301E-10,1.5381E-10,1.54963798115902E-10,1.55516873990305E-10,7.4320574555548E-7,2.83762791246039E-4
0.00186,1.52301E-10,1.5381E-10,1.54955101852353E-10,1.55508247980176E-10,7.4320574555548E-7,2.83762791246039E-4
0.00186,1.52301E-10,1.5381E-10,1.54947412693396E-10,1.5550062921046E-10,7.4320574555548E-7,2.83762791246039E-4
0.00186,1.52301E-10,1.5381E-10,1.54939723185184E-10,1.5549300969674E-10,7.4320574555548E-7,2.83762791246039E-4
0.00186,1.52301E-10,1.5381E-10,1.54931986455574E-10,1.5548527923749E-10,7.4320574555548E-7,2.83762791246039E-4
0.00186,1.52301E-10,1.5381E-10,1.54924250075219E-10,1.55477549522245E-10,7.4320574555548E-7,2.83762791246039E-4
0.00186,1.52301E-10,1.5381E-10,1.54916513425215E-10,1.55469819244983E-10,7.4320574555548E-7,2.83762791246039E-4
0.00186,1.52301E-10,1.5381E-10,1.54908738107928E-10,1.55461988482447E-10,7.4320574555548E-7,2.83762791246039E-4
0.00186,1.52301E-10,1.5381E-10,1.5490096306029E-10,1.55454158281927E-10,7.4320574555548E-7,2.83762791246039E-4
0.00186,1.52301E-10,1.5381E-10,1.54882359551958E-10,1.55435499460325E-10,7.4320574555548E-7,2.83762791246039E-4
0.00186,1.52301E-10,1.5381E-10,1.54845039505476E-10,1.55398097999056E-10,7.4320574555548E-7,2.83762791246039E-4
0.00186,1.52301E-10,1.5381E-10,1.54818547919688E-10,1.5537152515887E-10,7.4320574555548E-7,2.83762791246039E-4
0.00186,1.52301E-10,1.5381E-10,1.5479205595422E-10,1.55344951493523E-10,7.4320574555548E-7,2.83762791246039E-4
0.00186,1.52301E-10,1.5381E-10,1.5476557313546E-10,1.55318396589322E-10,7.4320574555548E-7,2.83762791246039E-4
0.00186,1.52301E-10,1.5381E-10,1.54739090696381E-10,1.55291842510281E-10,7.4320574555548E-7,2.83762791246039E-4
0.00186,1.52301E-10,1.5381E-10,1.54712607994064E-10,1.55265287850055E-10,7.4320574555548E-7,2.83762791246039E-4
0.00186,1.52301E-10,1.5381E-10,1.54686157398906E-10,1.55238817945815E-10,7.4320574555548E-7,2.83762791246039E-4
0.00186,1.52301E-10,1.5381E-10,1.54659707066985E-10,1.55212348622761E-10,7.4320574555548E-7,2.83762791246039E-4
0.00186,1.52301E-10,1.5381E-10,1.54634045742467E-10,1.55186668123475E-10,7.4320574555548E-7,2.83762791246039E-4
0.00186,1.52301E-10,1.5381E-10,1.54622852386532E-10,1.55175497224942E-10,7.4320574555548E-7,2.83762791246039E-4
0.00186,1.52301E-10,1.5381E-10,1.54610870023195E-10,1.55163537502639E-10,7.4320574555548E-7,2.83762791246039E-4
0.00186,1.52301E-10,1.5381E-10,1.54598887332089E-10,1.55151577068901E-10,7.4320574555548E-7,2.83762791246039E-4
0.00186,1.52301E-10,1.5381E-10,1.54586889331773E-10,1.55139590282612E-10,7.4320574555548E-7,2.83762791246039E-4
0.00186,1.52301E-10,1.5381E-10,1.54574891659226E-10,1.55127604207759E-10,7.4320574555548E-7,2.83762791246039E-4
0.00186,1.52301E-10,1.5381E-10,1.54562893739763E-10,1.5511561760844E-10,7.4320574555548E-7,2.83762791246039E-4
0.00186,1.52301E-10,1.5381E-10,1.54550878968871E-10,1.5510358806368E-10,7.4320574555548E-7,2.83762791246039E-4
0.00186,1.52301E-10,1.5381E-10,1.54538864444894E-10,1.55091559043386E-10,7.4320574555548E-7,2.83762791246039E-4
0.00186,1.52301E-10,1.5381E-10,1.54532644841268E-10,1.55085324465459E-10,7.4320574555548E-7,2.83762791246039E-4
0.00186,1.52301E-10,1.5381E-10,1.54514821903312E-10,1.55067463216958E-10,7.4320574555548E-7,2.83762791246039E-4
0.00186,1.52301E-10,1.5381E-10,1.54491204045006E-10,1.5504380752609E-10,7.4320574555548E-7,2.83762791246039E-4
0.00186,1.52301E-10,1.5381E-10,1.54468207422791E-10,1.55020772767145E-10,7.4320574555548E-7,2.83762791246039E-4
0.00186,1.52301E-10,1.5381E-10,1.54446442037924E-10,1.54998951762327E-10,7.4320574555548E-7,2.83762791246039E-4
0.00186,1.52301E-10,1.5381E-10,1.54424055416964E-10,1.54976509825584E-10,7.4320574555548E-7,2.83762791246039E-4
0.00186,1.52301E-10,1.5381E-10,1.5440166866439E-10,1.54954067609801E-10,7.4320574555548E-7,2.83762791246039E-4
0.00187,1.51286E-10,1.52852E-10,1.54379279259921E-10,1.54931619984528E-10,4.97840656458445E-7,2.83572495727601E-4
0.00187,1.51286E-10,1.52852E-10,1.54356889987068E-10,1.54909172638294E-10,4.97840656458445E-7,2.83572495727601E-4
0.00187,1.51286E-10,1.52852E-10,1.54334500381859E-10,1.54886724554696E-10,4.97840656458445E-7,2.83572495727601E-4
0.00187,1.51286E-10,1.52852E-10,1.54312140007387E-10,1.54864344289927E-10,4.97840656458445E-7,2.83572495727601E-4
0.00187,1.51286E-10,1.52852E-10,1.54289779965271E-10,1.54841964762523E-10,4.97840656458445E-7,2.83572495727601E-4
0.00187,1.51286E-10,1.52852E-10,1.54271836887894E-10,1.5482400184811E-10,4.97840656458445E-7,2.83572495727601E-4
0.00187,1.51286E-10,1.52852E-10,1.5426245031133E-10,1.54814623411601E-10,4.97840656458445E-7,2.83572495727601E-4
0.00187,1.51286E-10,1.52852E-10,1.54248646770029E-10,1.54800828362099E-10,4.97840656458445E-7,2.83572495727601E-4
0.00187,1.51286E-10,1.52852E-10,1.5423484293641E-10,1.54787032692129E-10,4.97840656458445E-7,2.83572495727601E-4
0.00187,1.51286E-10,1.52852E-10,1.54221020831782E-10,1.54773221794919E-10,4.97840656458445E-7,2.83572495727601E-4
0.00187,1.51286E-10,1.52852E-10,1.54207199019472E-10,1.54759411518179E-10,4.97840656458445E-7,2.83572495727601E-4
0.00187,1.51286E-10,1.52852E-10,1.54193376994791E-10,1.54745600787858E-10,4.97840656458445E-7,2.83572495727601E-4
0.00187,1.51286E-10,1.52852E-10,1.54179557720242E-10,1.54731786560814E-10,4.97840656458445E-7,2.83572495727601E-4
0.00187,1.51286E-10,1.52852E-10,1.54165738658064E-10,1.5471797278735E-10,4.97840656458445E-7,2.83572495727601E-4
0.00187,1.51286E-10,1.52852E-10,1.54157843634154E-10,1.5471008293003E-10,4.97840656458445E-7,2.83572495727601E-4
0.00187,1.51286E-10,1.52852E-10,1.54138096338286E-10,1.54690319285789E-10,4.97840656458445E-7,2.83572495727601E-4
0.00187,1.51286E-10,1.52852E-10,1.54112425004149E-10,1.54664631725403E-10,4.97840656458445E-7,2.83572495727601E-4
0.00187,1.51286E-10,1.52852E-10,1.5408972090515E-10,1.54641911058307E-10,4.97840656458445E-7,2.83572495727601E-4
0.00187,1.51286E-10,1.52852E-10,1.54072936433191E-10,1.54625085947578E-10,4.97840656458445E-7,2.83572495727601E-4
0.00187,1.51286E-10,1.52852E-10,1.54053184726093E-10,1.5460529394356E-10,4.97840656458445E-7,2.83572495727601E-4
0.00187,1.51286E-10,1.52852E-10,1.5403343277395E-10,1.54585501398552E-10,4.97840656458445E-7,2.83572495727601E-4
0.00187,1.51286E-10,1.52852E-10,1.54013674496025E-10,1.5456568993733E-10,4.97840656458445E-7,2.83572495727601E-4
0.00187,1.51286E-10,1.52852E-10,1.53993916463147E-10,1.54545879017096E-10,4.97840656458445E-7,2.83572495727601E-4
0.00187,1.51286E-10,1.52852E-10,1.53974158296604E-10,1.54526067803264E-10,4.97840656458445E-7,2.83572495727601E-4
0.00187,1.51286E-10,1.52852E-10,1.53954407943937E-10,1.54506277557306E-10,4.97840656458445E-7,2.83572495727601E-4
0.00187,1.51286E-10,1.52852E-10,1.53934657724937E-10,1.54486487604946E-10,4.97840656458445E-7,2.83572495727601E-4
0.00187,1.51286E-10,1.52852E-10,1.539160060705E-10,1.54467795875255E-10,4.97840656458445E-7,2.83572495727601E-4
0.00187,1.51286E-10,1.52852E-10,1.53898577922122E-10,1.54450340419321E-10,4.97840656458445E-7,2.83572495727601E-4
