t [s],U_a [V],U_m [V],U_g [V],I [A]
3.9659671242487E-6,2991.41700091117,2528.72002532575,462.696975585416,0.05542
3.96597337081267E-6,2991.41753492176,2528.81042833189,462.607106589871,0.05542
3.96597912234106E-6,2991.41802659774,2528.88257811434,462.535448483397,0.05557
3.96598494218933E-6,2991.41852409981,2528.9616058448,462.456918255009,0.05557
3.96599119168922E-6,2991.41905831404,2529.05981952474,462.359238789307,0.05524
3.96599740030154E-6,2991.41958901672,2529.15246416272,462.267124854,0.05568
3.96600333273122E-6,2991.42009609642,2529.23528274739,462.184813349029,0.05568
3.96600944248884E-6,2991.42061831774,2529.3287287863,462.091889531443,0.05548
3.96601572434935E-6,2991.42115523272,2529.42743228395,461.993722948776,0.0557
3.96602188687212E-6,2991.42168193152,2529.5188334869,461.90284844462,0.0557
3.96602798039158E-6,2991.42220271687,2529.60844070042,461.813762016449,0.05575
3.96603419229613E-6,2991.4227336038,2529.70102466646,461.721708937339,0.05575
3.966040299388E-6,2991.42325551715,2529.78724970161,461.636005815538,0.05592
3.96604625659694E-6,2991.42376460619,2529.86732761404,461.556436992149,0.05585
3.96605235884684E-6,2991.42428607445,2529.9557083484,461.468577726056,0.05585
3.96605863793614E-6,2991.42482263801,2530.0481829334,461.376639704617,0.05616
3.96606468293235E-6,2991.42533918191,2530.12834944082,461.296989741089,0.05616
3.96607066927941E-6,2991.42585069893,2530.20833962725,461.217511071685,0.05615
3.96607685631447E-6,2991.42637934819,2530.2969519643,461.129427383895,0.05632
3.96608272984607E-6,2991.42688119519,2530.37110343356,461.055777761626,0.05632
3.96608840431861E-6,2991.42736602022,2530.44349821558,460.983867804646,0.05587
3.96609447222153E-6,2991.42788444467,2530.53560170613,460.892282738543,0.05587
3.96610103269472E-6,2991.42844493532,2530.64434808546,460.784096849859,0.05575
3.96610727418624E-6,2991.42897815695,2530.73599956622,460.692978590729,0.05628
3.96611339119865E-6,2991.42950072804,2530.82445851171,460.605042216329,0.05628
3.96611965624576E-6,2991.43003592911,2530.91727494932,460.512760979794,0.05625
3.96612572299133E-6,2991.43055417408,2531.00016581415,460.430388359928,0.05653
3.96613164805061E-6,2991.43106030055,2531.07926789742,460.351792403122,0.05653
3.96613784888932E-6,2991.43158996848,2531.17085650263,460.260733465847,0.05645
3.96614400598486E-6,2991.43211588374,2531.25842426786,460.17369161588,0.05645
3.9661500058601E-6,2991.43262835436,2531.34120500898,460.091423345383,0.05656
3.96615615368165E-6,2991.43315344572,2531.43054020942,460.0026132363,0.05655
3.96616234028924E-6,2991.4336818336,2531.51879045723,459.914891376379,0.05655
3.96616838744074E-6,2991.43419829505,2531.60286693411,459.831331360945,0.05649
3.96617466714764E-6,2991.43473460161,2531.69685373522,459.73788086639,0.05649
3.96618110635771E-6,2991.43528451283,2531.79274557208,459.642538940754,0.05658
3.96618721839079E-6,2991.43580646669,2531.87427649564,459.561529971059,0.05681
3.96619330877125E-6,2991.43632655567,2531.95815669587,459.478169859805,0.05681
3.96619963564275E-6,2991.43686682314,2532.04790381693,459.388963006207,0.05676
3.96620585026101E-6,2991.43739748845,2532.13143633626,459.305961152189,0.05689
3.96621205697353E-6,2991.4379274623,2532.21667228788,459.221255174426,0.05689
3.96621833015778E-6,2991.43846309535,2532.30286128652,459.135601808828,0.05707
3.96622444979007E-6,2991.43898560131,2532.3824735638,459.056512037505,0.05707
3.96623058904899E-6,2991.43950976703,2532.46327230538,458.976237461642,0.05706
3.96623690614264E-6,2991.44004909943,2532.54994244384,458.890106655584,0.05717
3.96624315476905E-6,2991.44058256963,2532.6308290398,458.809753529833,0.05717
3.96624909222048E-6,2991.4410894582,2532.70173753086,458.739351927343,0.05736
3.9662550779845E-6,2991.44160045612,2532.77653473993,458.665065716183,0.05712
3.96626127368909E-6,2991.44212936038,2532.85910724283,458.583022117544,0.05712
3.96626748721743E-6,2991.44265976979,2532.94103491209,458.501624857699,0.05723
3.96627369880589E-6,2991.44318999721,2533.02359301407,458.419596983136,0.05723
3.96627989695079E-6,2991.44371906072,2533.10388821853,458.339830842188,0.05734
3.96628602526706E-6,2991.44424214771,2533.18239764569,458.26184450202,0.05728
3.96629230400762E-6,2991.44477805772,2533.26807205473,458.176706002991,0.05728
3.96629861656792E-6,2991.44531683745,2533.35195732449,458.093359512964,0.0575
3.96630476929256E-6,2991.44584195884,2533.43200678472,458.013835174121,0.0575
3.9663111662698E-6,2991.44638790958,2533.5209931,457.925394809574,0.05738
3.96631753858509E-6,2991.44693173824,2533.60582712856,457.84110460968,0.05767
3.96632376169584E-6,2991.44746281677,2533.68603864722,457.761424169549,0.05767
3.96633009665824E-6,2991.44800342378,2533.77094400177,457.677059422012,0.0576
3.96633633145339E-6,2991.44853546615,2533.85153102251,457.597004443634,0.05776
3.96634253298776E-6,2991.44906465384,2533.93142207142,457.517642582412,0.05776
3.96634892545665E-6,2991.44961011718,2534.01788184678,457.431728270399,0.05767
3.96635525043687E-6,2991.45014980468,2534.09984380003,457.350306004653,0.05786
3.96636149298776E-6,2991.45068244212,2534.1806654847,457.27001695742,0.05786
3.96636783637915E-6,2991.45122366666,2534.26366825588,457.187555410779,0.058
3.9663740876452E-6,2991.45175701424,2534.34178369048,457.109973323762,0.058
3.96638032934415E-6,2991.45228952899,2534.42097111524,457.031318413754,0.05799
3.96638659851927E-6,2991.45282437122,2534.49924114789,456.953583223333,0.05813
3.96639274101653E-6,2991.45334838998,2534.57409597992,456.879252410055,0.05813
3.96639895446115E-6,2991.45387844495,2534.65029324195,456.803585203001,0.05813
3.96640517748492E-6,2991.45440930066,2534.72753546157,456.726873839088,0.05821
3.96641137990898E-6,2991.45493838272,2534.80310656006,456.651831822658,0.05821
3.96641738942554E-6,2991.45545099369,2534.87268080924,456.582770184452,0.05831
3.96642335375116E-6,2991.4559597347,2534.9428034364,456.513156298297,0.05831
3.9664296572031E-6,2991.45649738584,2535.03003689927,456.42646048657,0.05797
3.96643629605589E-6,2991.45706362663,2535.12646344861,456.330600178024,0.05834
3.9664425913528E-6,2991.45760054757,2535.20874128256,456.248859265005,0.05834
3.96644877136892E-6,2991.4581276199,2535.29008112433,456.168046495566,0.05836
3.96645520897949E-6,2991.45867664431,2535.38032293997,456.078353704341,0.05843
3.96646154845482E-6,2991.45921728215,2535.46565782868,455.993559453468,0.05843
3.9664677828628E-6,2991.45974894306,2535.5483577549,455.911391188152,0.05847
3.96647412279474E-6,2991.46028958594,2535.6346875984,455.82560198754,0.05847
3.96648040543136E-6,2991.46082532606,2535.71752554958,455.743299776485,0.0586
3.96648666291766E-6,2991.46135890486,2535.80050881672,455.66085008814,0.05864
3.96649294401364E-6,2991.46189448012,2535.88400615535,455.577888324776,0.05864
3.96649909565307E-6,2991.46241900065,2535.96221402288,455.500204977772,0.05878
3.96650531696422E-6,2991.46294944539,2536.04526335302,455.417686092363,0.05865
3.96651174790747E-6,2991.46349774659,2536.13381976896,455.329677977623,0.05865
3.96651803805976E-6,2991.46403402697,2536.21550632176,455.248527705208,0.0588
3.96652430418187E-6,2991.46456824187,2536.29908382311,455.165484418763,0.0588
3.96653071136568E-6,2991.46511446566,2536.3864997249,455.07861474076,0.05879
3.9665370374564E-6,2991.46565375899,2536.46985418146,454.995799577529,0.05892
3.96654341764109E-6,2991.46619764655,2536.55533624529,454.910861401267,0.05892
3.96654983817673E-6,2991.46674495641,2536.6389557431,454.827789213312,0.05904
3.96655593551066E-6,2991.46726469916,2536.71074596727,454.756518731888,0.05921
3.96656200180512E-6,2991.46778178038,2536.78418833288,454.683593447504,0.05921
3.9665682509782E-6,2991.46831443353,2536.86334108803,454.604973345492,0.05928
3.96657433749456E-6,2991.46883320654,2536.936387392,454.532445814531,0.05928
3.96658033830646E-6,2991.46934465927,2537.00921653127,454.460128128002,0.05926
3.96658667623108E-6,2991.46988482769,2537.09777141317,454.372113414517,0.05911
3.96659309067763E-6,2991.47043150053,2537.18568769689,454.284743803637,0.05911
3.96659921381256E-6,2991.47095332994,2537.26351504169,454.207438288255,0.05937
3.96660542783694E-6,2991.4714828889,2537.34676118961,454.124721699282,0.05929
3.96661173199624E-6,2991.47202011237,2537.43192170996,454.04009840241,0.05929
3.96661777537309E-6,2991.4725350968,2537.50798425048,453.964550846323,0.0593
3.96662394087636E-6,2991.47306047219,2537.59292818564,453.880132286548,0.0593
3.96663058273653E-6,2991.47362642087,2537.69411182452,453.779514596344,0.05911
3.9666369394812E-6,2991.47416805747,2537.77988300445,453.694285053015,0.05966
3.9666430420344E-6,2991.47468801912,2537.85966805052,453.615019968598,0.05966
3.96664947524324E-6,2991.47523613678,2537.95275545174,453.522480685047,0.05942
3.96665594458758E-6,2991.4757873155,2538.04082603805,453.434961277455,0.06001
3.96666187123655E-6,2991.47629224175,2538.11097049069,453.365321751051,0.06001
3.96666787842969E-6,2991.47680401478,2538.19013071884,453.28667329594,0.05939
3.96667440555393E-6,2991.47736006512,2538.28869673563,453.188663329485,0.05939
3.96668084766519E-6,2991.47790885537,2538.38102199167,453.096886863695,0.05965
3.96668711598498E-6,2991.47844282375,2538.47017143237,453.008271391375,0.05962
3.966693694041E-6,2991.47900315912,2538.56943805961,452.909565099506,0.05962
3.96670017078413E-6,2991.47955484643,2538.66224059222,452.817314254205,0.05984
3.96670637853064E-6,2991.48008360394,2538.74572824023,452.734355363707,0.05992
3.96671272850171E-6,2991.48062445877,2538.8353228657,452.645301593062,0.05992
3.96671913199402E-6,2991.48116985487,2538.92436449262,452.556805362248,0.06
3.96672525348118E-6,2991.48169121582,2539.00282670024,452.478864515581,0.06007
3.96673142742572E-6,2991.48221702839,2539.08666320463,452.395553823762,0.06007
3.96673801133593E-6,2991.48277773839,2539.18493672259,452.297841015798,0.06016
3.96674449827813E-6,2991.48333017222,2539.27450322335,452.208826948864,0.06016
3.96675064807075E-6,2991.48385387756,2539.35422730631,452.129626571247,0.06034
3.96675700731814E-6,2991.48439540279,2539.44423352284,452.040161879947,0.06015
3.96676358227083E-6,2991.48495527844,2539.53809643689,451.946858841557,0.06015
3.96676992105409E-6,2991.48549502621,2539.62236762206,451.863127404151,0.0604
3.96677629658095E-6,2991.48603788546,2539.70938334216,451.776654543294,0.06046
3.96678262516443E-6,2991.48657673051,2539.792774796,451.693801934516,0.06046
3.96678876062128E-6,2991.48709911561,2539.87133299023,451.615766125387,0.06054
3.96679508978503E-6,2991.48763797654,2539.9580033002,451.529634676333,0.06046
3.96680150734124E-6,2991.48818434575,2540.04483314517,451.443351200578,0.06046
3.96680774342962E-6,2991.48871524862,2540.12626692585,451.362448322768,0.0605
3.96681413632077E-6,2991.48925948357,2540.21351673083,451.275742752746,0.0605
3.96682063222221E-6,2991.48981247012,2540.30068555556,451.189126914565,0.0606
3.96682676043078E-6,2991.49033413907,2540.37491440896,451.115419730114,0.06077
3.96683286592275E-6,2991.49085385837,2540.45211610079,451.03873775758,0.06077
3.96683939295029E-6,2991.49140944262,2540.54524245056,450.946166992065,0.06049
3.96684571362273E-6,2991.49194744455,2540.62840736941,450.863540075143,0.06082
3.96685185146605E-6,2991.4924698682,2540.70893764463,450.783532223569,0.06082
3.96685831611177E-6,2991.49302009038,2540.80193102829,450.691089062094,0.06069
3.96686492714543E-6,2991.49358275363,2540.89741203734,450.596170716285,0.06069
3.96687143497723E-6,2991.49413661525,2540.98911397487,450.505022640376,0.06084
3.96687789806755E-6,2991.49468665123,2541.07867110124,450.416015549988,0.06099
3.96688429920435E-6,2991.49523139721,2541.16661179497,450.328619602242,0.06099
3.96689078518261E-6,2991.49578334555,2541.25775609079,450.238027254757,0.06096
3.96689729179562E-6,2991.49633703191,2541.34786693601,450.148470095895,0.06111
3.9669037025533E-6,2991.49688254376,2541.43609036502,450.060792178743,0.06111
3.96691016426451E-6,2991.49743237373,2541.52488595777,449.97254641596,0.06114
3.96691645131439E-6,2991.49796732465,2541.606836145,449.891131179655,0.0613
3.96692266479078E-6,2991.49849599886,2541.68834819986,449.810147798996,0.0613
3.96692913711392E-6,2991.49904667961,2541.77967001872,449.719376660893,0.06112
3.96693564619503E-6,2991.49960046986,2541.87020246535,449.629398004506,0.06133
3.96694205601459E-6,2991.50014579736,2541.95759062034,449.542555177023,0.06133
3.96694858729557E-6,2991.50070144046,2542.04900190026,449.451699540206,0.06129
3.96695501819615E-6,2991.50124852606,2542.13526916235,449.365979363713,0.06151
3.96696135576006E-6,2991.50178765419,2542.21901377968,449.282773874508,0.06151
3.96696776798275E-6,2991.50233311605,2542.30481348756,449.197519628486,0.06161
3.96697412316567E-6,2991.50287370852,2542.38745137907,449.115422329447,0.06161
3.96698054639766E-6,2991.50342007202,2542.47345447527,449.02996559675,0.06155
3.96698708946624E-6,2991.50397661085,2542.56058386083,448.943392750019,0.06191
3.9669932659758E-6,2991.50450195428,2542.63431774972,448.870184204561,0.06191
3.96699940314414E-6,2991.50502393548,2542.71096036443,448.79406357105,0.06178
3.96700590860414E-6,2991.5055772233,2542.799590686,448.7059865373,0.06178
3.9670123284205E-6,2991.50612320951,2542.8829948722,448.623128337309,0.06178
3.96701852715395E-6,2991.50665037666,2542.96068393867,448.545966437989,0.06178
3.96702487715215E-6,2991.50719039107,2543.04454024512,448.462650145944,0.06178
3.96703128301523E-6,2991.50773513895,2543.13033280492,448.377402334036,0.0618
3.96703753157227E-6,2991.50826649289,2543.21116222969,448.297104263198,0.06187
3.96704378416694E-6,2991.50879817355,2543.29528090405,448.213517269505,0.06187
3.96705022078001E-6,2991.5093454846,2543.38603626115,448.12330922345,0.06179
3.96705666030753E-6,2991.50989302584,2543.47638550686,448.033507518983,0.06198
3.96706304487914E-6,2991.51043587688,2543.56534471495,447.945091161922,0.06198
3.96706935674046E-6,2991.51097252865,2543.65092925449,447.860043274158,0.06211
3.96707570489074E-6,2991.51151224873,2543.73951883193,447.771993416799,0.06207
3.96708221558654E-6,2991.51206577064,2543.8316014112,447.680464359441,0.06207
3.96708842088865E-6,2991.51259331202,2543.91129217028,447.601301141734,0.06236
3.96709448248416E-6,2991.51310862043,2543.99006288066,447.52304573977,0.06236
3.96710096050611E-6,2991.51365931282,2544.08426416918,447.429395143643,0.06206
3.96710739455101E-6,2991.5142062491,2544.17404433521,447.340161913889,0.06258
3.96711342087454E-6,2991.5147185104,2544.24996302949,447.264755480907,0.06258
3.96711945198507E-6,2991.51523116316,2544.33096022314,447.184270940015,0.06239
3.96712589606871E-6,2991.51577890211,2544.42949151396,447.086287388158,0.06219
3.96713241585063E-6,2991.51633305736,2544.52853783554,446.987795221824,0.06219
3.96713869667359E-6,2991.51686688496,2544.61818213233,446.898684752628,0.06247
3.96714505066881E-6,2991.51740691465,2544.71188032762,446.805526587035,0.06239
3.9671515326719E-6,2991.51795780611,2544.80988808303,446.708069723086,0.06239
3.96715772101765E-6,2991.5184837236,2544.89661729541,446.621866428194,0.06255
3.96716383311178E-6,2991.51900314485,2544.98608241894,446.532920725907,0.06255
3.96717057086089E-6,2991.51957571745,2545.10069087438,446.418884843068,0.06212
3.96717748073307E-6,2991.52016289697,2545.21759218929,446.302570707683,0.06258
3.96718422760982E-6,2991.52073620607,2545.32645322956,446.194282976517,0.06258
3.96719081384552E-6,2991.52129584619,2545.4280692587,446.093226587483,0.06278
3.96719716776697E-6,2991.52183572881,2545.52093972198,446.000896006835,0.06289
3.96720353503693E-6,2991.52237672842,2545.61570475577,445.906671972654,0.06289
3.96720991192434E-6,2991.52291852791,2545.70813569262,445.814782835283,0.06297
3.96721602040604E-6,2991.52343750662,2545.79113196276,445.732305543869,0.0629
3.96722227101714E-6,2991.52396854428,2545.88261085086,445.64135769342,0.0629
3.96722891372478E-6,2991.52453287536,2545.98533738961,445.539195485751,0.06277
3.9672352666324E-6,2991.52507256894,2546.07512447424,445.449948094699,0.06312
3.96724146728208E-6,2991.52559931132,2546.16250345295,445.36309585837,0.06312
3.96724797224226E-6,2991.52615188716,2546.26092961484,445.265222272321,0.06307
3.96725450203198E-6,2991.52670655411,2546.35696015965,445.169746394459,0.06307
3.96726087898766E-6,2991.52724822121,2546.44836564853,445.078882572685,0.06319
3.96726741143142E-6,2991.52780307775,2546.54515055211,444.982652525644,0.0632
3.96727393670422E-6,2991.52835730708,2546.6404322763,444.887925030781,0.0632
3.96728038356487E-6,2991.52890485864,2546.73356301452,444.795341844122,0.06327
3.96728686146527E-6,2991.5294550287,2546.82747893506,444.701976093641,0.06347
3.96729318322186E-6,2991.52999192022,2546.91440714401,444.615584776207,0.06347
3.9672994082083E-6,2991.53052057668,2547.00069539721,444.529825179465,0.06344
3.96730591815898E-6,2991.53107341608,2547.09580280493,444.435270611149,0.06345
3.96731241163467E-6,2991.53162483843,2547.1878907463,444.343734092138,0.06345
3.96731873313186E-6,2991.53216163925,2547.27448782128,444.257673817967,0.06358
3.96732501283196E-6,2991.53269487397,2547.35962011711,444.173074756864,0.06365
3.96733119920953E-6,2991.53322016791,2547.44262905955,444.090591108361,0.06365
3.96733762821444E-6,2991.53376604643,2547.53678702128,443.99697902515,0.06333
3.96734448521896E-6,2991.53434824648,2547.64237154353,443.891976702945,0.06333
3.96735095711034E-6,2991.53489772981,2547.73248996974,443.80240776007,0.06375
3.9673572500543E-6,2991.53543200289,2547.81889499354,443.716537009357,0.0637
3.96736372225345E-6,2991.53598147723,2547.91114234447,443.624839132762,0.0637
3.96737020398492E-6,2991.536531743,2548.00278501916,443.53374672384,0.06377
3.9673766866989E-6,2991.53708207431,2548.09400530272,443.443076771587,0.06397
3.9673830148332E-6,2991.53761926578,2548.1795871662,443.358032099583,0.06397
3.96738931353527E-6,2991.53815394187,2548.26543502133,443.272718920542,0.06395
3.96739586732208E-6,2991.53871025335,2548.35947195688,443.179238296472,0.06404
3.96740230249077E-6,2991.53925647829,2548.44723054706,443.092025931234,0.06404
3.9674084918288E-6,2991.53978182021,2548.52802233441,443.011759485805,0.06396
3.96741478186388E-6,2991.54031569247,2548.61611548136,442.924200211103,0.06396
3.96742137217777E-6,2991.5408750331,2548.71249042065,442.828384612454,0.06389
3.96742795637129E-6,2991.54143383584,2548.80694145633,442.734492379513,0.06417
3.9674343928959E-6,2991.54198008806,2548.89689404703,442.645086041022,0.06417
3.96744089887139E-6,2991.5425322165,2548.98895061767,442.553581598828,0.06416
3.96744732858802E-6,2991.54307785556,2549.07818432355,442.464893532011,0.06432
3.96745367839556E-6,2991.54361669613,2549.16539743359,442.378219262538,0.06432
3.96746008100905E-6,2991.54416000041,2549.25422498544,442.289935014967,0.06431
3.96746645373794E-6,2991.54470075148,2549.34297281879,442.201727932692,0.06424
3.96747295376376E-6,2991.54525228641,2549.4371498883,442.108102398108,0.06424
3.96747964946581E-6,2991.54582040592,2549.53655274949,442.009267656433,0.06423
3.96748626827918E-6,2991.54638198281,2549.63199004855,441.914391934258,0.06446
3.96749286530488E-6,2991.54694169258,2549.72661970867,441.82032198391,0.06446
3.96749940512717E-6,2991.5474965308,2549.81769391656,441.729802614239,0.06459
3.96750578514947E-6,2991.54803779406,2549.9051048137,441.642932980365,0.06463
3.96751229113563E-6,2991.54858972593,2549.9953292676,441.553260458335,0.06463
3.96751865270592E-6,2991.54912938895,2550.07996944165,441.469159947304,0.06477
3.96752490084314E-6,2991.5496594125,2550.16321995913,441.386439453376,0.06477
3.96753138388678E-6,2991.55020934539,2550.25501600173,441.295193343668,0.0646
3.96753792920604E-6,2991.55076454277,2550.34675302781,441.204011514963,0.06475
3.96754433596564E-6,2991.55130796938,2550.4359016649,441.115406304479,0.06475
3.96755098531497E-6,2991.5518719542,2550.53281949068,441.019052463522,0.06465
3.96755769462521E-6,2991.55244100573,2550.63041382555,440.922027180175,0.06494
3.96756429533733E-6,2991.55300082781,2550.72216210195,440.830838725863,0.06494
3.9675707543948E-6,2991.55354861789,2550.80929500311,440.74425361478,0.06506
3.96757708339536E-6,2991.55408536069,2550.89255244027,440.661532920426,0.06505
3.96758344955889E-6,2991.55462523799,2550.97862272055,440.576002517435,0.06505
3.96758983413071E-6,2991.55516665908,2551.06376968058,440.491396978498,0.06511
3.96759605625632E-6,2991.55569428782,2551.14570317361,440.40999111421,0.06494
3.96760248425914E-6,2991.55623935741,2551.23730275608,440.318936601324,0.06494
3.96760938429447E-6,2991.55682443396,2551.34267990657,440.214144527393,0.0648
3.96761608765847E-6,2991.55739281473,2551.43761587422,440.119776940509,0.0653
3.96762252620159E-6,2991.55793872325,2551.5260931903,440.031845532945,0.0653
3.96762909339935E-6,2991.55849552192,2551.61901720966,439.939478312268,0.06522
3.96763560510168E-6,2991.55904759733,2551.70856518434,439.850482412989,0.0654
3.96764201061242E-6,2991.559590652,2551.79615631219,439.763434339812,0.0654
3.96764854548264E-6,2991.5601446557,2551.88759617485,439.672548480844,0.06547
3.96765493794299E-6,2991.56068656882,2551.97436118552,439.5863253833,0.06547
3.967661331591E-6,2991.56122856524,2552.06288864727,439.49833991797,0.06543
3.96766806062462E-6,2991.56179897388,2552.16120023944,439.400598734449,0.0656
3.96767458598404E-6,2991.56235209903,2552.25012137819,439.312230720839,0.0656
3.96768080158477E-6,2991.56287895051,2552.33148864848,439.231390302022,0.06573
3.96768720121697E-6,2991.56342138383,2552.42066725569,439.142754128146,0.06561
3.96769366490618E-6,2991.56396922896,2552.50979710227,439.054172126693,0.06561
3.96769994229185E-6,2991.56450126649,2552.59335848119,438.971142785302,0.06576
3.96770632074129E-6,2991.56504185249,2552.68180503603,438.883236816456,0.06566
3.96771279713982E-6,2991.56559072216,2552.7728464012,438.792744320956,0.06566
3.96771909917765E-6,2991.56612479778,2552.85779601607,438.708328781707,0.06584
3.96772539030899E-6,2991.56665793227,2552.94532699601,438.621330936264,0.0656
3.96773199735227E-6,2991.56721782023,2553.04328235608,438.523935464148,0.0656
3.96773856578786E-6,2991.56777441813,2553.13797528955,438.429799128582,0.06591
3.96774496012764E-6,2991.56831624584,2553.22836458475,438.339951661085,0.06591
3.96775155642536E-6,2991.56887516834,2553.32673745611,438.24213771223,0.06577
3.96775816553091E-6,2991.56943515753,2553.42258735522,438.146847802308,0.06623
3.96776438878877E-6,2991.56996243689,2553.50586271489,438.064099721996,0.06623
3.96777060734732E-6,2991.57048930163,2553.59256783605,437.97792146558,0.06608
3.96777723190389E-6,2991.57105054631,2553.69412541906,437.876925127247,0.06589
3.96778402183268E-6,2991.57162578226,2553.79810265438,437.773523127875,0.06589
3.96779057696341E-6,2991.57218110776,2553.89333016995,437.678850937807,0.06615
3.96779710650612E-6,2991.57273424737,2553.9892817199,437.58345252747,0.06619
3.96780366752467E-6,2991.57329003516,2554.0854163208,437.48787371436,0.06619
3.96781019984558E-6,2991.57384337376,2554.17959811279,437.394245260977,0.06628
3.96781668955788E-6,2991.57439308512,2554.27169605633,437.302697028797,0.06649
3.9678229788087E-6,2991.5749257993,2554.35743840127,437.217487398026,0.06649
3.96782928486248E-6,2991.57545991984,2554.44552372982,437.12993619002,0.06641
3.96783582817854E-6,2991.57601411854,2554.54050778804,437.035506330498,0.06654
3.96784220089082E-6,2991.57655385012,2554.62816476039,436.948389089738,0.06654
3.96784838712234E-6,2991.57707777136,2554.71173287626,436.865344895103,0.06633
3.96785482406959E-6,2991.57762290882,2554.80595236096,436.771670547859,0.06633
3.96786132359984E-6,2991.57817332848,2554.90073112186,436.677442206621,0.06642
3.96786761695663E-6,2991.578706271,2554.99027374916,436.58843252184,0.06643
3.96787399890085E-6,2991.57924669821,2555.08556065173,436.49368604648,0.06643
3.96788079037344E-6,2991.57982178553,2555.19504367143,436.384778114107,0.06622
3.96788764796155E-6,2991.58040245148,2555.30354789333,436.276854558145,0.06663
3.96789428540186E-6,2991.58096445737,2555.4051703934,436.17579406397,0.06663
3.96790107293933E-6,2991.58153915294,2555.51244217715,436.069096975789,0.06656
3.96790789188148E-6,2991.58211648779,2555.61805982294,435.964056664845,0.06703
3.9679143209435E-6,2991.58266079481,2555.70973599935,435.872924795459,0.06703
3.96792064846009E-6,2991.58319648748,2555.80090879487,435.782287692612,0.06697
3.96792720577956E-6,2991.58375161749,2555.89875726626,435.684994351227,0.06701
3.96793367736283E-6,2991.5842994713,2555.99183270253,435.592466768772,0.06701
3.96793993862042E-6,2991.58482950299,2556.07927716585,435.505552337144,0.0671
3.96794634226887E-6,2991.58537157119,2556.17351900354,435.411852567659,0.06682
3.96795303962812E-6,2991.58593848333,2556.27578048265,435.310158000686,0.06682
3.96795970573875E-6,2991.58650273143,2556.37635549707,435.210147234362,0.06694
3.96796645578798E-6,2991.5870740652,2556.48013536162,435.10693870358,0.06704
3.9679732724907E-6,2991.58765102095,2556.58319246322,435.004458557734,0.06704
3.9679798582684E-6,2991.58820841278,2556.67811935438,434.910089058398,0.06725
3.96798644242899E-6,2991.58876564932,2556.77375500598,434.815010643335,0.06723
3.96799314423447E-6,2991.58933282355,2556.87165292199,434.717679901562,0.06723
3.96799974148262E-6,2991.58989113043,2556.96503863567,434.624852494769,0.06737
3.96800615767638E-6,2991.59043409744,2557.05286918193,434.537564915512,0.0675
3.9680125323129E-6,2991.59097353035,2557.13923608709,434.451737443258,0.0675
3.96801900904286E-6,2991.59152158489,2557.2290791625,434.362442422394,0.06741
3.96802539491844E-6,2991.59206193396,2557.31546442223,434.276597511726,0.06755
3.96803161817711E-6,2991.59258850631,2557.3990516881,434.193536818215,0.06755
3.9680380570842E-6,2991.59313330812,2557.49076369652,434.102369611603,0.06738
3.96804466696277E-6,2991.59369255765,2557.58614507803,434.007547479614,0.06738
3.96805121710408E-6,2991.59424673459,2557.67871488816,433.91553184643,0.06752
3.9680577031131E-6,2991.59479546762,2557.76979965697,433.824995810657,0.06764
3.96806415360799E-6,2991.59534117833,2557.85962970604,433.73571147229,0.06764
3.96807060750956E-6,2991.59588715954,2557.95027957329,433.645607586251,0.06764
3.968077117705E-6,2991.5964378851,2558.04170022487,433.554737660232,0.06771
3.96808363035486E-6,2991.59698880026,2558.13350481262,433.463483987645,0.06771
3.96809011564928E-6,2991.59753738346,2558.22354909505,433.373988288417,0.06779
3.96809637015171E-6,2991.59806642731,2558.30679810081,433.291268326505,0.06793
3.96810255254412E-6,2991.59858935531,2558.38968088595,433.208908469361,0.06793
3.96810907608006E-6,2991.59914112078,2558.48596857927,433.113172541508,0.06762
3.96811570987582E-6,2991.59970219355,2558.58446390633,433.01523828722,0.06791
3.96812211465747E-6,2991.60024387903,2558.67591525517,432.924328623863,0.06791
3.96812859501938E-6,2991.60079193897,2558.77075751055,432.830034428421,0.06786
3.96813516166322E-6,2991.60134727777,2558.86794017552,432.733407102247,0.06807
3.96814159743169E-6,2991.60189153069,2558.95982816037,432.642063370324,0.06807
3.96814796110711E-6,2991.60242966962,2559.05100938943,432.551420280189,0.068
3.96815441433303E-6,2991.60297536372,2559.14612870688,432.456846656839,0.068
3.96816086134195E-6,2991.60352051443,2559.24135243041,432.362168084018,0.06805
3.96816734069935E-6,2991.60406838267,2559.33770670625,432.26636167642,0.0681
3.96817390214426E-6,2991.60462317371,2559.43592066691,432.168702506808,0.0681
3.96818035956444E-6,2991.60516915126,2559.52947841765,432.075690733616,0.06827
3.96818660494572E-6,2991.60569718397,2559.61801027949,431.987686904478,0.06833
3.96819280667749E-6,2991.6062215098,2559.70677123865,431.899450271148,0.06833
3.96819918737317E-6,2991.60676094908,2559.80294748852,431.80381346056,0.06816
3.9682057875117E-6,2991.60731892237,2559.90542334957,431.701895572795,0.06833
3.9682121725248E-6,2991.60785869141,2560.0011279006,431.606730790811,0.06833
3.96821853264229E-6,2991.60839633862,2560.09709298422,431.511303354402,0.06833
3.96822514789776E-6,2991.60895553545,2560.2032529079,431.405702627551,0.06813
3.96823209246123E-6,2991.60954254914,2560.31833485991,431.291207689232,0.06813
3.96823894133662E-6,2991.61012145437,2560.42687023278,431.183251221593,0.06841
