t [s],U_a [V],U_m [V],U_g [V],I [A]
3.96824532408563E-6,2991.61066094204,2560.51966292714,431.090998014898,0.06872
3.9682516051756E-6,2991.6111918203,2560.61163181248,430.999560007822,0.06872
3.96825824922922E-6,2991.61175335802,2560.71547468893,430.896278669086,0.06868
3.96826490565137E-6,2991.61231592227,2560.81519883726,430.797117085009,0.06868
3.96827111420321E-6,2991.612840618,2560.9035128156,430.7093278024,0.06889
3.96827746481195E-6,2991.61337730226,2560.99936772612,430.614009576145,0.06849
3.96828407851792E-6,2991.6139362024,2561.10427928983,430.509656912577,0.06849
3.96829089927997E-6,2991.61451258062,2561.21327029973,430.401242280893,0.06854
3.96829752024445E-6,2991.61507205632,2561.31449359822,430.300578458099,0.069
3.96830387862322E-6,2991.61560932582,2561.40722034184,430.208388983978,0.069
3.96831012936088E-6,2991.61613748312,2561.49763696072,430.1185005224,0.06901
3.96831647350327E-6,2991.61667351568,2561.59309554651,430.023577969173,0.0687
3.96832306200856E-6,2991.61723017697,2561.69664343452,429.920586742454,0.0687
3.96832979249045E-6,2991.61779881477,2561.80315265932,429.814646155447,0.06875
3.96833643746002E-6,2991.618360209,2561.90615225667,429.712207952326,0.06894
3.96834309407414E-6,2991.61892256818,2562.00948381789,429.609438750294,0.06894
3.96834979551435E-6,2991.6194886953,2562.11337749364,429.506111201669,0.06899
3.96835627035307E-6,2991.62003566135,2562.20879502521,429.411240636144,0.06916
3.96836272238117E-6,2991.62058068273,2562.30524474646,429.315335936265,0.06916
3.96836946852072E-6,2991.62115052961,2562.40869129729,429.212459232319,0.06908
3.96837592615988E-6,2991.62169598872,2562.50112736526,429.12056862346,0.0694
3.9683822347362E-6,2991.62222883978,2562.59054318454,429.031685655243,0.0694
3.96838873657305E-6,2991.6227779968,2562.68552247044,428.937255526366,0.06927
3.9683950205321E-6,2991.62330873438,2562.77239463678,428.8509140976,0.06945
3.96840116323114E-6,2991.62382752504,2562.85802910522,428.765798419819,0.06945
3.96840774212842E-6,2991.62438313767,2562.95869794115,428.665685196514,0.06921
3.9684143892183E-6,2991.62494449073,2563.05985673579,428.565087754936,0.06921
3.96842080557761E-6,2991.62548634055,2563.15420550134,428.471280839211,0.06942
3.96842723711111E-6,2991.62602945424,2563.24942634791,428.376603106331,0.06947
3.96843361910848E-6,2991.62656836745,2563.34354925836,428.283019109092,0.06947
3.96844014712641E-6,2991.62711959311,2563.44383407551,428.183285517598,0.06934
3.96844692414281E-6,2991.62769182503,2563.55002383065,428.077667994382,0.06967
3.96845336863039E-6,2991.62823596105,2563.64448881873,427.983747142316,0.06967
3.96845972823057E-6,2991.62877291235,2563.73853466056,427.890238251784,0.06964
3.96846636635649E-6,2991.62933336168,2563.84058603186,427.788747329822,0.06973
3.9684728586783E-6,2991.62988148282,2563.93619687518,427.693684607631,0.06973
3.96847915511512E-6,2991.63041304904,2564.0271955869,427.603217462136,0.06982
3.96848558282957E-6,2991.63095568077,2564.12329713879,427.507658541972,0.06971
3.96849212167842E-6,2991.63150767651,2564.22178406961,427.409723606899,0.06971
3.96849867914301E-6,2991.63206122549,2564.32024270247,427.311818523021,0.06976
3.96850506639019E-6,2991.63260038799,2564.41399101413,427.218609373851,0.07005
3.968511255681E-6,2991.63312282397,2564.50112492136,427.131997902606,0.07005
3.96851744910769E-6,2991.63364559275,2564.59251601198,427.041129580777,0.06966
3.96852402626397E-6,2991.63420073316,2564.69566756873,426.938533164432,0.06966
3.96853061631044E-6,2991.63475694311,2564.79812073843,426.836636204683,0.06979
3.96853720240283E-6,2991.63531280088,2564.90130758826,426.734005212621,0.06985
3.96854388854151E-6,2991.63587708356,2565.00687953488,426.628997548683,0.06985
3.96855037606579E-6,2991.63642458584,2565.10454161641,426.53188296943,0.07011
3.96855686670124E-6,2991.63697233276,2565.20532192565,426.431650407118,0.06985
3.96856378380202E-6,2991.63755604953,2565.31770290353,426.319853146002,0.06985
3.968570546266E-6,2991.63812669722,2565.42184966535,426.21627703187,0.07016
3.96857704001486E-6,2991.63867465119,2565.51806158285,426.12061306834,0.07034
3.96858347349396E-6,2991.63921750182,2565.61283608299,426.026381418825,0.07034
3.96858989771122E-6,2991.63975955338,2565.70700257194,425.932756981438,0.07035
3.9685964297246E-6,2991.64031068238,2565.80492495436,425.835385728025,0.07038
3.96860294904918E-6,2991.6408607227,2565.90031981604,425.740540906665,0.07038
3.96860915387139E-6,2991.64138421143,2565.98689056424,425.654493647199,0.07057
3.9686154722246E-6,2991.64191726173,2566.08013590798,425.561781353752,0.0701
3.9686222618652E-6,2991.64249005346,2566.18716286447,425.455327188984,0.0701
3.96862898138079E-6,2991.64305690995,2566.28889312517,425.354163784779,0.07036
3.96863535814708E-6,2991.64359483446,2566.38033712435,425.263257710105,0.07053
3.96864175596071E-6,2991.64413451708,2566.47396673371,425.17016778337,0.07053
3.96864831736329E-6,2991.64468798104,2566.57143592663,425.07325205441,0.07065
3.9686547699351E-6,2991.64523224711,2566.66436276604,424.980869481073,0.07065
3.96866104814849E-6,2991.64576178929,2566.75246918821,424.893292601077,0.07076
3.96866719576618E-6,2991.6462803,2566.83850894516,424.807771354843,0.07055
3.96867345443623E-6,2991.64680816073,2566.93085011171,424.715958049018,0.07055
3.96868021787272E-6,2991.64737857511,2567.03858639956,424.608792175544,0.07029
3.96868701540242E-6,2991.64795184524,2567.14374442715,424.504207418084,0.07087
3.96869337467033E-6,2991.64848813674,2567.23614407516,424.412344061582,0.07087
3.96869988695923E-6,2991.64903731503,2567.3350326889,424.314004626138,0.07069
3.96870661029034E-6,2991.6496042715,2567.43816091679,424.211443354705,0.07111
3.96871287077182E-6,2991.65013218009,2567.52607447014,424.124057709955,0.07111
3.9687191602962E-6,2991.65066252092,2567.61847326796,424.032189252953,0.0709
3.96872604536316E-6,2991.65124305938,2567.72787035031,423.92337270907,0.07115
3.96873245020776E-6,2991.65178308812,2567.81916630244,423.832616785681,0.07115
3.96873850661047E-6,2991.65229372171,2567.90447378822,423.747819933484,0.07117
3.96874502531566E-6,2991.65284331599,2568.00629399898,423.646549317002,0.07075
3.96875176962312E-6,2991.65341191185,2568.11348988415,423.539922027702,0.07075
3.9687583254094E-6,2991.65396459543,2568.21437239399,423.439592201436,0.07094
3.96876496506041E-6,2991.65452433057,2568.31846895781,423.336055372754,0.07094
3.96877164369537E-6,2991.65508733322,2568.42292647983,423.232160853384,0.07101
3.9687782221281E-6,2991.65564187038,2568.5245043738,423.131137496573,0.07109
3.9687848921763E-6,2991.65620411159,2568.628768674,423.027435437586,0.07109
3.96879147581662E-6,2991.65675905063,2568.72942807798,422.927330972649,0.07122
3.96879795844603E-6,2991.6573054574,2568.82765663015,422.829648827247,0.0712
3.96880460128474E-6,2991.65786534933,2568.93057264342,422.72729270591,0.0712
3.96881126964994E-6,2991.65842737388,2569.03178535919,422.626642014689,0.07133
3.96881781889585E-6,2991.6589793404,2569.12800899418,422.530970346213,0.07157
3.96882423162821E-6,2991.65951978396,2569.2198042972,422.439715486764,0.07157
3.96883045758435E-6,2991.66004446993,2569.30663342506,422.353411044862,0.07165
3.96883671002321E-6,2991.66057137111,2569.39594491039,422.264626460714,0.07139
3.96884314046534E-6,2991.66111325552,2569.49113297886,422.169980276654,0.07139
3.96884963384812E-6,2991.66166042601,2569.58758052579,422.074079900218,0.07142
3.96885623051567E-6,2991.66221628152,2569.68760813774,421.974608143784,0.07154
3.96886279982049E-6,2991.66276981298,2569.78469219424,421.878077618743,0.07154
3.96886916430401E-6,2991.66330606864,2569.8778729555,421.785433113143,0.07161
3.96887585424888E-6,2991.6638697283,2569.98169983937,421.682169888933,0.07151
3.96888265852897E-6,2991.66444300173,2570.08636554609,421.578077455639,0.07151
3.9688892037391E-6,2991.66499442945,2570.18252600925,421.482468420202,0.07176
3.96889582281253E-6,2991.66555206156,2570.28101936718,421.384532694375,0.07178
3.96890251178938E-6,2991.66611556384,2570.37985087478,421.286264689061,0.07178
3.96890881761763E-6,2991.66664677096,2570.4666146006,421.200032170359,0.072
3.96891492997803E-6,2991.66716166408,2570.55142790453,421.115733759549,0.072
3.96892143738587E-6,2991.66770981776,2570.64869714972,421.01901266804,0.07168
3.96892822965783E-6,2991.66828194785,2570.75200080211,420.916281145744,0.07196
3.96893476761396E-6,2991.66883263776,2570.84670472176,420.822127916003,0.07196
3.96894132663939E-6,2991.66938508407,2570.94395819792,420.725426886147,0.07188
3.96894800971217E-6,2991.66994795968,2571.04296361371,420.626984345967,0.07218
3.96895442182705E-6,2991.67048799627,2571.13307707733,420.537410918934,0.07218
3.96896084540886E-6,2991.67102898108,2571.2253217088,420.445707272288,0.07208
3.96896738529065E-6,2991.67157974249,2571.32048841201,420.351091330487,0.0723
3.96897368561169E-6,2991.67211031191,2571.40722617413,420.264884137776,0.0723
3.96897994391559E-6,2991.67263732621,2571.49626489814,420.17637242807,0.07215
3.96898661893014E-6,2991.67319941354,2571.59692480826,420.076274605278,0.07214
3.968993210695E-6,2991.67375447202,2571.69334237197,419.980412100045,0.07214
3.9689996509177E-6,2991.67429675207,2571.78686724938,419.887429502689,0.07221
3.96900630147397E-6,2991.67485672413,2571.88703961818,419.787817105958,0.07224
3.96901294813212E-6,2991.67541634919,2571.98506907898,419.690347270209,0.07224
3.96901941529847E-6,2991.67596084364,2572.07848905977,419.597471783871,0.07237
3.96902594623426E-6,2991.67651068903,2572.17351648712,419.50299420191,0.07244
3.9690324263594E-6,2991.6770562387,2572.26642064538,419.410635593314,0.07244
3.96903881788284E-6,2991.67759431167,2572.35687127294,419.320723038722,0.0725
3.96904515767842E-6,2991.67812801274,2572.44662852587,419.231499486874,0.07246
3.96905149911598E-6,2991.67866183495,2572.53750915467,419.141152680279,0.07246
3.96905803055498E-6,2991.67921163361,2572.63546707505,419.043744558556,0.07237
3.96906465642166E-6,2991.67976936239,2572.73489940925,418.944869953139,0.07237
3.96907117581707E-6,2991.68031811079,2572.83165672378,418.848661387012,0.07248
3.96907785706857E-6,2991.68088046415,2572.93295941459,418.747921049558,0.07263
3.96908444440826E-6,2991.68143489446,2573.02991009257,418.651524801896,0.07263
3.96909087349902E-6,2991.68197598781,2573.12321918797,418.558756799833,0.07271
3.96909745010025E-6,2991.68252947793,2573.22048381522,418.462045662704,0.07278
3.96910391864451E-6,2991.68307385598,2573.31357106392,418.369502792061,0.07278
3.96911025425765E-6,2991.68360702961,2573.40396615663,418.279640872976,0.07283
3.96911683052055E-6,2991.68416043707,2573.50206546641,418.182094970651,0.07277
3.96912346216722E-6,2991.68471848657,2573.59938675516,418.085331731411,0.07277
3.96912981996472E-6,2991.68525347426,2573.68855404708,417.996699427183,0.07299
3.96913615354587E-6,2991.68578640714,2573.77787727286,417.907909134274,0.0729
3.96914257202747E-6,2991.68632646648,2573.86960607943,417.816720387043,0.0729
3.96914879662355E-6,2991.68685019531,2573.95511827515,417.731731920154,0.07299
3.9691549706704E-6,2991.68736965472,2574.04152538244,417.645844272281,0.07299
3.96916158470305E-6,2991.68792611478,2574.14380533969,417.544120775094,0.07258
3.96916831883412E-6,2991.68849266001,2574.24717862279,417.441314037223,0.07306
3.96917471610547E-6,2991.68903084723,2574.34039592753,417.348634919702,0.07306
3.96918105575647E-6,2991.68956416982,2574.43302683432,417.256537335501,0.07306
3.96918739776138E-6,2991.69009767333,2574.52660551368,417.163492159653,0.07302
3.96919377705717E-6,2991.69063429659,2574.62205074956,417.068583547025,0.07302
3.96920026039751E-6,2991.69117965429,2574.72060342073,416.970576233557,0.07299
3.96920666455414E-6,2991.69171833376,2574.81716840497,416.874549928789,0.07294
3.96921318814992E-6,2991.69226704182,2574.91950723178,416.772759810037,0.07294
3.96922004125127E-6,2991.69284344553,2575.0292776189,416.663565826621,0.07293
3.96922654126138E-6,2991.69339013282,2575.12816734221,416.565222790614,0.07318
3.96923308125772E-6,2991.69394016506,2575.22978922084,416.464150944224,0.07318
3.96923997569462E-6,2991.69451998706,2575.34042240114,416.354097585918,0.07308
3.96924652922598E-6,2991.69507112017,2575.43790777413,416.257163346046,0.07347
3.96925293077404E-6,2991.6956094543,2575.53317600543,416.162433448865,0.07347
3.96925959173923E-6,2991.69616958545,2575.63489903865,416.061270546793,0.07335
3.96926597220169E-6,2991.69670611098,2575.72727463635,415.969431474632,0.07352
3.96927230311912E-6,2991.69723845323,2575.82026152918,415.876976924046,0.07352
3.96927898160386E-6,2991.69780000259,2575.9237780232,415.77402197939,0.07329
3.96928558561903E-6,2991.69835527165,2576.02141654557,415.676938726078,0.07362
3.96929196777506E-6,2991.69889186906,2576.11470652671,415.584185342343,0.07362
3.96929855457766E-6,2991.69944565453,2576.2134370377,415.486008616831,0.07351
3.96930505288672E-6,2991.69999198183,2576.30794632145,415.392045660379,0.0737
3.96931141347104E-6,2991.70052671292,2576.39998888706,415.300537825857,0.0737
3.96931803294213E-6,2991.70108319022,2576.50010404366,415.200979146562,0.07356
3.96932480040142E-6,2991.70165208914,2576.60254187915,415.099110209999,0.07356
3.96933135430456E-6,2991.70220301715,2576.69743717302,415.004765844129,0.07381
3.96933781981463E-6,2991.70274649684,2576.79146079693,414.91128569991,0.07381
3.96934439691806E-6,2991.70329933865,2576.88697859808,414.816320740564,0.07381
3.96935070913033E-6,2991.70382989759,2576.9737706404,414.730059257191,0.07406
3.9693569683628E-6,2991.70435598671,2577.06105755873,414.64329842798,0.07385
3.96936339444843E-6,2991.70489608252,2577.15320406363,414.55169201889,0.07385
3.96936967773883E-6,2991.70542415979,2577.24038569104,414.465038468747,0.07402
3.96937586527898E-6,2991.70594417335,2577.32720015376,414.378744019586,0.07377
3.96938228642978E-6,2991.70648380281,2577.42168466209,414.284799140727,0.07377
3.96938878179078E-6,2991.70702965102,2577.51780551977,414.189224131251,0.07382
3.96939524569554E-6,2991.70757283795,2577.61299979266,414.094573045287,0.07393
3.96940175469235E-6,2991.70811979618,2577.70942824926,413.998691546919,0.07393
3.96940814914979E-6,2991.708657112,2577.80172770336,413.906929408639,0.07405
3.9694145130976E-6,2991.70919184688,2577.89487828765,413.814313559239,0.07405
3.9694210881926E-6,2991.70974430546,2577.99413723385,413.715607071611,0.07395
3.96942760548974E-6,2991.71029188956,2578.08958457677,413.620707312788,0.0743
3.96943382958143E-6,2991.71081482164,2578.17833821763,413.532476604003,0.0743
3.96944028154553E-6,2991.71135688158,2578.27536671239,413.435990169186,0.07405
3.9694470012445E-6,2991.71192141637,2578.37913928858,413.332782127795,0.07439
3.96945340148451E-6,2991.71245909495,2578.4715671771,413.240891917851,0.07439
3.96945963421053E-6,2991.71298268409,2578.56169733456,413.151285349533,0.07438
3.96946615712251E-6,2991.71353063303,2578.66008140525,413.053449227788,0.07435
3.9694726181346E-6,2991.71407336432,2578.75499906453,412.959074299787,0.07435
3.96947875732732E-6,2991.71458904602,2578.84124142428,412.873347621734,0.07457
3.96948503802419E-6,2991.71511659724,2578.9356692034,412.779447393844,0.07399
3.96949179255378E-6,2991.71568392963,2579.04392282001,412.671761109624,0.07399
3.96949843516117E-6,2991.71624184244,2579.14562331832,412.570618524122,0.07449
3.96950481531239E-6,2991.71677769388,2579.24132392123,412.475453772647,0.07449
3.96951144642622E-6,2991.71733460464,2579.34435560258,412.372979002063,0.07433
3.96951793138354E-6,2991.71787922243,2579.44035152684,412.277527695591,0.07479
3.96952406556848E-6,2991.71839436531,2579.52777728344,412.19061708187,0.07479
3.96953049806918E-6,2991.71893454327,2579.62574402756,412.093190515706,0.07446
3.96953701160843E-6,2991.71948150862,2579.72485308804,411.994628420583,0.07473
3.96954324465121E-6,2991.72000490278,2579.8159425952,411.904062307585,0.07473
3.96954947252265E-6,2991.72052784621,2579.90949990176,411.811027944444,0.07459
3.96955607341241E-6,2991.72108209332,2580.01373387818,411.707348215141,0.07447
3.9695628039718E-6,2991.72164720913,2580.12042491731,411.601222291821,0.07447
3.96956956577154E-6,2991.72221492857,2580.22683422829,411.495380700283,0.07458
3.96957619697401E-6,2991.72277166421,2580.32775652161,411.395015142604,0.07498
3.96958253743559E-6,2991.72330397264,2580.42057063128,411.302733341362,0.07498
3.96958880434405E-6,2991.72383008918,2580.5122775552,411.211552533983,0.07495
3.96959515683619E-6,2991.72436337356,2580.60574546763,411.118617905931,0.07497
3.96960143603209E-6,2991.72489048794,2580.69697924443,411.027911243511,0.07497
3.96960766741743E-6,2991.72541357224,2580.78709592651,410.938317645729,0.07485
3.96961401582137E-6,2991.7259464625,2580.88137719418,410.844569268326,0.07485
3.96962058006853E-6,2991.72649745281,2580.98222235483,410.744275097977,0.07473
3.96962723502323E-6,2991.72705603823,2581.0841501457,410.642905892529,0.07511
3.96963363689179E-6,2991.72759336302,2581.17743273791,410.550160625116,0.07511
3.96963988716106E-6,2991.7281179469,2581.26759312264,410.460524824261,0.07515
